Accession,Sample_id,Country,Year,Species,ST,virulence_score,resistance_score,num_resistance_classes,num_resistance_genes,Yersiniabactin,ybt_context,Colibactin,Aerobactin,iuc,Salmochelin,iro,rmpA,rmpA2,peg-344_id,peg-344-cov,peg-344,AGly,Col,Fcyn,Flq,Gly,MLS,Ntmdz,Phe,Rif,Sul,Tet,Tmt,Bla,Bla_Carb,Bla_ESBL,Bla_broad,Bla_broad_inhR,Kaptive_best_match_Klocus,Kaptive_Klocus_match_confidence,wzi,wzi_predicted_Klocus,final_KLocus_call,Kaptive_best_match_Olocus,Kaptive_Olocus_match_confidence,Final_OLocus_call,Predicted_O_type,100_SNV_cluster,multi_country_100_SNV_cluster,25_SNV_cluster,isolation_source
ERS3039995 ,BA38271,India,2017,Klebsiella pneumoniae,ST966,0,1,1,1,0,na,0,0,none,none,0,-,-,-,-,0,-,-,-,-,-,-,-,-,-,-,-,-,AmpH*,-,SHV-41,-,-,KL50,None,155*,unknown,KL50,O3b,None,unknown,unknown,not_tested,na,not_tested,blood
ERS3039996 ,BA38736,India,2017,Klebsiella pneumoniae,ST152,0,2,8,15,0,na,0,0,none,none,0,-,-,-,-,0,Aac3-IId*;AadA1-pm*?,-,-,QnrB1?;GyrA-83F;GyrA-87A;ParC-80I,-,EreA2*;MphA,-,CmlA5,Arr2,SulI,TetD,DfrA14,AmpH*;SHV-187?,NDM-1,CTX-M-15,-,-,KL107,None,110,KL149,KL149,OL102,None,unknown,unknown,singleton,no,singleton,blood
ERS3039997 ,BA4464,India,2017,Klebsiella pneumoniae,ST14,0,2,7,16,0,na,0,0,none,none,0,-,-,-,-,0,Sat-2A;RmtB;AadA2*;ArmA,-,-,ParC-80I;GyrA-83Y;GyrA-87G,-,MphA?;MsrE;MphE*,-,-,-,SulI,-,DfrA1;DfrA12,AmpH*;SHV-28,OXA-232;NDM-5,-,-,TEM-30*,KL107,None,64,KL64,KL64,O1v1,Very high,O1v1,O1,13,no,singleton,blood
ERS3039998 ,BA4471,India,2017,Klebsiella pneumoniae,ST432,0,1,8,3,0,na,0,0,none,none,0,-,-,-,-,0,-,-,-,Qnr-S1,-,-,-,-,-,-,-,-,AmpH*,-,CTX-M-15*,SHV-60,-,KL50,None,206,KL57,KL57,OL104,Good,OL104,OL104,not_tested,na,not_tested,blood
ERS3039999 ,BA4649,India,2017,Klebsiella pneumoniae,ST2096,1,2,4,6,1, ICEKp5,0,0,none,none,0,-,-,-,-,0,Sat-2A,-,-,ParC-80I;GyrA-83Y;GyrA-87G,-,-,-,-,-,-,-,DfrA1?,AmpH*;SHV-28,OXA-232,-,-,-,KL107,None,64,KL64,KL64,OL102,None,unknown,unknown,36,no,singleton,blood
ERS3040000 ,BA468,India,2017,Klebsiella pneumoniae,ST985,1,0,4,6,1, ICEKp12,0,0,none,none,0,-,-,-,-,0,StrB;StrA*;Aac3-IIa*,-,-,-,-,-,-,-,-,SulII,-,DfrA14,AmpH*;SHV-187;OXA-1,-,-,-,TEM-30*,KL39,None,39,KL39KL13,unknown,O1v1,Good,O1v1,O1,not_tested,na,not_tested,blood
ERS3040001 ,BA5373,India,2017,Klebsiella pneumoniae,ST101,1,2,3,5,1, ICEKp3,0,0,none,none,0,-,-,-,-,0,Aac3-IId*,-,-,ParC-80I;GyrA-83Y;GyrA-87G,-,-,-,-,-,-,-,-,AmpH*;SHV-1,OXA-232,-,-,-,KL107,None,137,KL17,KL17,O1/O2v1,Good,O1/O2v1,unknown,singleton,no,singleton,blood
ERS3040002 ,BA5688,India,2017,Klebsiella pneumoniae,ST231,4,2,8,11,1, ICEKp5,0,1,iuc 5,none,0,-,-,-,-,0,AadA2*;RmtF,-,-,Qnr-S1;ParC-80I;GyrA-83I,-,MphA,-,CatA1*,-,SulI,-,DfrA12,SHV-1;AmpH*,OXA-232,-,-,TEM-30*,KL107,None,104,KL51,KL51,O1v2,Good,O1v2,O1,40,no,singleton,blood
ERS3040003 ,BA6115,India,2017,Klebsiella pneumoniae,ST15,1,1,8,18,1, ICEKp12,0,0,none,none,0,-,-,-,-,0,AadA2*;ArmA;Aac3-IId*;StrB*;StrA*;AadA1-pm*?;Aac6-Ib?,MgrB-62%,-,ParC-80I;GyrA-83F;GyrA-87A,-,MsrE;MphE*,-,-,-,SulI;SulII,-,DfrA12;DfrA14,AmpH*;SHV-100*?;OXA-9,-,CTX-M-15,-,-,KL112,None,93,KL112,KL112,O1/O2v1,Very high,O1/O2v1,unknown,singleton,no,singleton,blood
ERS3040004 ,BA6201,India,2017,Klebsiella pneumoniae,ST231,4,1,7,9,1, ICEKp5,0,1,iuc 5,none,0,-,-,-,-,0,RmtF,-,-,GyrA-83I;ParC-80I,-,MphA;ErmB*,-,CatA1*,Arr2,-,-,-,AmpH*;SHV-1,-,CTX-M-15?,-,TEM-30*,KL107,None,104,KL51,KL51,O1v1,Good,O1v1,O1,singleton,no,singleton,blood
ERS3040005 ,BA6211,India,2017,Klebsiella pneumoniae,ST231,1,2,7,8,1, ICEKp5,0,0,none,none,0,-,-,-,-,0,RmtF,-,-,ParC-80I;GyrA-83I,-,-,-,CatA1*,Arr2,-,-,-,AmpH*;SHV-1,OXA-232,CTX-M-15,-,TEM-30*,KL107,None,104,KL51,KL51,O1/O2v1,Good,O1/O2v1,unknown,40,no,55,blood
ERS3040006 ,BA7090,India,2017,Klebsiella pneumoniae,ST252,0,0,2,2,0,na,0,0,none,none,0,-,-,-,-,0,-,-,-,-,-,-,-,-,-,SulI,-,-,AmpH*,-,-,SHV-1?,-,KL107,None,104,KL51,KL51,O1/O2v1,None,unknown,unknown,not_tested,na,not_tested,blood
ERS3040007 ,BA7193,India,2017,Klebsiella pneumoniae,ST231,4,2,5,9,1, ICEKp5,0,1,iuc 5,none,0,-,-,-,-,0,RmtF,-,-,ParC-80I;GyrA-83I,-,MphA,-,CatA1*,Arr2,-,-,-,SHV-1;AmpH*,OXA-232,CTX-M-15,-,TEM-30*,KL107,None,104,KL51,KL51,O1/O2v1,Good,O1/O2v1,unknown,40,no,singleton,blood
ERS3040008 ,BA779,India,2017,Klebsiella pneumoniae,ST23,4,0,1,0,1, ICEKp3,0,1,iuc 1,iro 1,1,-,-,-,-,0,-,-,-,-,-,-,-,-,-,-,-,-,AmpH,-,-,SHV-11,-,KL1,None,1*,unknown,KL1,O1/O2v1,Good,O1/O2v1,unknown,singleton,no,singleton,blood
ERS3040009 ,BA7971,India,2017,Klebsiella pneumoniae,ST16,1,2,8,15,1, ICEKp3,0,0,none,none,0,-,-,-,-,0,AadA2*;AadA1-pm*?;Aac6-Ib;RmtB,-,-,GyrA-83F;GyrA-87N;ParC-84K,-,MphA?,-,-,-,SulI,-,DfrA12,AmpH*;OXA-9,NDM-1;OXA-181,CTX-M-15,SHV-1,TEM-54*?,KL107,None,50,KL15KL17KL51KL52,unknown,O3b,Very high,O3b,O3b,singleton,no,singleton,blood
ERS3040010 ,BA813,India,2017,Klebsiella pneumoniae,ST2096,4,2,10,17,1, ICEKp5,0,1,iuc 1,none,0,-,-,-,-,0,Sat-2A;AadA2*;ArmA,-,-,GyrA-83Y;GyrA-87G;ParC-80I,-,MsrE;MphE*?,-,CatA1*,-,SulI,TetD,DfrA1;DfrA12;DfrA14,AmpH*;SHV-28;OXA-1,OXA-232,CTX-M-15,-,TEM-54*,KL107,None,64,KL64,KL64,O2v1,None,unknown,unknown,36,no,singleton,blood
ERS3040011 ,BA828,India,2017,Klebsiella pneumoniae,ST268,5,0,10,1,1, ICEKp10,1,1,iuc 1,iro 1,1,-,rmpA2_2*,100,90.14,1,-,-,-,-,-,-,-,-,-,-,-,-,AmpH*,-,-,SHV-11,-,KL20,None,95,KL20,KL20,O2v1,Very high,O2v1,O2,not_tested,na,not_tested,blood
ERS3040012 ,BA9971,India,2017,Klebsiella pneumoniae,ST78,1,2,10,17,1, ICEKp5,0,0,none,none,0,-,-,-,-,0,AadA2*;Aac3-IId*;Sat-2A;Aac6-Ib?,-,-,GyrA-83Y;GyrA-87G;ParC-80I,-,MsrE,-,CatA1*,-,SulI,TetD,DfrA12;DfrA14;DfrA1,AmpH*;OXA-1*,NDM-1,-,SHV-25*?,TEM-54*,KL5,None,2,KL2KL30,unknown,O1/O2v1,None,unknown,unknown,not_tested,na,not_tested,blood
ERS3040013 ,BP15995,India,2017,Klebsiella pneumoniae,ST231,4,2,7,9,1, ICEKp5,0,1,iuc 5,none,0,-,-,-,-,0,AadA2*;RmtF,-,-,ParC-80I;GyrA-83I,-,MphA,-,-,Arr2,SulI,-,DfrA12,AmpH*;SHV-1,OXA-232,-,-,-,KL107,None,104,KL51,KL51,O2v1,None,unknown,unknown,40,no,61,blood
ERS3040014 ,BP16012,India,2017,Klebsiella pneumoniae,ST231,4,2,6,10,1, ICEKp5,0,1,iuc 5,none,0,-,-,-,-,0,RmtF;AadA2*,-,-,GyrA-83I;ParC-80I,-,MphA,-,-,Arr2,SulI,-,DfrA12,SHV-1;AmpH*,OXA-232,CTX-M-15,-,-,KL51,None,104,KL51,KL51,O1v2,Very high,O1v2,O1,40,no,61,blood
ERS3040015 ,BP16197,India,2017,Klebsiella pneumoniae,ST48,1,1,8,8,1, ICEKp5,0,0,none,none,0,-,-,-,-,0,StrB;StrA*;Aac3-IIa*,-,-,QnrB1?,-,-,-,-,-,SulII,TetA,DfrA14,SHV-172*;AmpH*,-,CTX-M-15,-,-,KL107,None,167,KL124,KL124,OL102,None,unknown,unknown,not_tested,na,not_tested,blood
ERS3040016 ,BP16240,India,2017,Klebsiella pneumoniae,ST320,0,0,10,5,0,na,0,0,none,none,0,-,-,-,-,0,Aac3-IIa*,-,-,Qnr-S1,-,-,-,-,-,-,TetD,DfrA14,AmpH*,-,-,SHV-11,-,KL107,None,9,KL9,KL9,O2v1,None,unknown,unknown,not_tested,na,not_tested,blood
ERS3040017 ,BP16331,India,2017,Klebsiella pneumoniae,ST231,4,2,10,11,1, ICEKp5,0,1,iuc 5,none,0,-,-,-,-,0,AadA2*;RmtF,-,-,GyrA-83I;ParC-80I,-,MphA;ErmB*?,-,-,Arr2,SulI,-,DfrA12,AmpH*;SHV-1,OXA-232,CTX-M-15,-,-,KL50,None,104,KL51,KL51,O1/O2v1,Good,O1/O2v1,unknown,40,no,61,blood
ERS3040018 ,BP16383,India,2017,Klebsiella pneumoniae,ST231,3,2,7,9,0,na,0,1,iuc 5,none,0,-,-,-,-,0,AadA2*;RmtF,-,-,GyrA-83I;ParC-80I,-,MphA,-,-,Arr2,SulI,-,DfrA12,SHV-1;AmpH*,OXA-232,-,-,-,KL107,None,104,KL51,KL51,O2v1,Good,O2v1,O2,40,no,61,blood
ERS3040019 ,BP2189,India,2017,Klebsiella pneumoniae,ST570-1LV,0,2,7,13,0,na,0,0,none,none,0,-,-,-,-,0,AphA6*;StrB;StrA*;Aac3-IId*;Aac6-Ib?,-,-,Qnr-S1;QnrB1?,-,-,-,-,-,SulII,TetD,DfrA14,SHV-1;AmpH*;OXA-1,NDM-1,CTX-M-15,TEM-55*,-,KL117,Good,356*,na,KL117,O1v1,Very high,O1v1,O1,not_tested,na,not_tested,blood
ERS3040020 ,BP966,India,2017,Klebsiella pneumoniae,ST14,0,1,10,7,0,na,0,0,none,none,0,-,-,-,-,0,Aac3-IIa*;Aac6-Ib?,-,-,QnrB1?,-,-,-,-,-,-,TetD,DfrA14,AmpH*;SHV-28;OXA-1,-,CTX-M-15,-,TEM-54*?,KL113,None,16,KL16KL143,unknown,O1v1,Very high,O1v1,O1,singleton,no,singleton,blood
ERS3040021 ,BV205,India,2017,Klebsiella pneumoniae,ST15,1,0,5,7,1, ICEKp4,0,0,none,none,0,-,-,-,-,0,AadA2*,-,-,ParC-80I;GyrA-83F;GyrA-87A,-,-,-,-,-,SulI,-,DfrA12*,AmpH*;SHV-28,-,-,-,TEM-30*,KL107,None,24,KL24KL54KL55,unknown,O1v1,Very high,O1v1,O1,singleton,no,singleton,blood
ERS3040023 ,1429,Nepal,2013,Klebsiella quasipneumoniae subsp. quasipneumoniae,ST1118-3LV,0,0,1,1,0,na,0,0,none,none,0,-,-,-,-,0,-,-,-,-,-,-,-,-,-,-,-,-,AmpH*,-,-,OKP-A-4*,-,KL107,None,293*,unknown,KL107,O3/O3a,Very high,O3/O3a,O3/O3a,not_tested,na,not_tested,blood
ERS3040024 ,1470,Nepal,2013,Klebsiella quasipneumoniae subsp. quasipneumoniae,ST1118-3LV,0,0,1,1,0,na,0,0,none,none,0,-,-,-,-,0,-,-,-,-,-,-,-,-,-,-,-,-,AmpH*,-,-,OKP-A-4*,-,KL107,None,293*,unknown,KL107,O3/O3a,Very high,O3/O3a,O3/O3a,not_tested,na,not_tested,blood
ERS3040026 ,BA26945,India,2017,Klebsiella quasipneumoniae subsp. quasipneumoniae,ST118-1LV,0,2,3,3,0,na,0,0,none,none,0,-,-,-,-,0,-,-,-,Qnr-S1,-,-,-,-,-,-,-,-,AmpH*,OXA-181,-,OKP-A-5,-,KL107,None,216*,unknown,KL107,O12,None,unknown,unknown,not_tested,na,not_tested,blood
ERS3040037 ,2607,Nepal,2016,Klebsiella variicola,ST207-3LV,0,0,0,0,0,na,0,0,none,none,0,-,-,-,-,0,-,-,-,-,-,-,-,-,-,-,-,-,LEN-24*;AmpH*,-,-,-,-,KL107,None,188,KL125,KL125,O5,Very high,O5,O5,not_tested,na,not_tested,blood
