sr_sample_accession,sr_run_accession,refseq_sample,refseq_gcf_accession,duplicate_removed,in_bakrep_sheet,in_assembly_scan,bakrep_FINAL,bakrep_instrument_platform,bakrep_gtdbtk_species,bakrep_checkm2_completeness,bakrep_checkm2_contamination,bakrep_study_accession,kleborate_species,kleborate_species_match,kleborate_contig_count,kleborate_N50
SAMN27722567,SRR18887180,GCF_023374185.1_ASM2337418v1_genomic,GCF_023374185.1,False,True,True,False,PACBIO_SMRT || ILLUMINA,Klebsiella pneumoniae,100.0,0.06,PRJNA830444,Klebsiella pneumoniae,strong,141,249318
SAMN29934023,SRR20649768,GCF_026248005.1_ASM2624800v1_genomic,GCF_026248005.1,False,True,True,False,ILLUMINA,Klebsiella pneumoniae,100.0,0.06,PRJNA590644,Klebsiella pneumoniae,strong,141,270452
SAMEA3357219,ERR1008712,GCF_904865745.1_INF247_genomic,GCF_904865745.1,False,True,True,False,OXFORD_NANOPORE || ILLUMINA,Klebsiella pneumoniae,100.0,0.13,PRJNA646837 || PRJEB6891,Klebsiella pneumoniae,strong,72,248812
SAMN04014989,SRR4025996,GCF_002202255.1_ASM220225v1_genomic,GCF_002202255.1,False,True,True,False,PACBIO_SMRT || ILLUMINA || ILLUMINA || ILLUMINA || ILLUMINA,Klebsiella pneumoniae,100.0,0.25,PRJNA292902,Klebsiella pneumoniae,strong,133,265270
SAMN04014909,SRR5168222,GCF_002055855.1_ASM205585v1_genomic,GCF_002055855.1,False,True,True,False,PACBIO_SMRT || ILLUMINA || ILLUMINA || PACBIO_SMRT || ILLUMINA,Klebsiella pneumoniae,100.0,0.09,PRJNA292904,Klebsiella pneumoniae,strong,127,184304
SAMN29934025,SRR20649766,GCF_026248225.1_ASM2624822v1_genomic,GCF_026248225.1,False,True,True,False,ILLUMINA,Klebsiella pneumoniae,100.0,0.07,PRJNA590644,Klebsiella pneumoniae,strong,117,295731
SAMEA3357245,ERR1015283,GCF_904864525.1_INF350_genomic,GCF_904864525.1,False,True,True,False,ILLUMINA,Klebsiella pneumoniae,100.0,0.21,PRJEB6891,Klebsiella pneumoniae,strong,60,347264
SAMN02138579,SRR851027,GCF_018075085.1_ASM1807508v1_genomic,GCF_018075085.1,False,True,True,False,ILLUMINA || ILLUMINA || OXFORD_NANOPORE || ILLUMINA || ILLUMINA,Klebsiella pneumoniae,100.0,0.15,PRJNA201967 || PRJNA201954,Klebsiella pneumoniae,strong,139,210899
SAMD00163748,DRR174574,GCF_010367305.1_ASM1036730v1_genomic,GCF_010367305.1,False,True,True,False,ILLUMINA || OXFORD_NANOPORE,Klebsiella pneumoniae,100.0,1.67,PRJDB8047,Klebsiella pneumoniae,strong,134,350170
SAMN31261057,SRR21882303,GCF_025676845.1_ASM2567684v2_genomic,GCF_025676845.1,False,True,True,False,ILLUMINA || OXFORD_NANOPORE,Klebsiella variicola,100.0,0.29,PRJNA288601,Klebsiella variicola subsp. variicola,strong,133,368701
SAMEA117996173,ERR14846376,GCF_965244935.1_Kp1_KB2018_genomic,GCF_965244935.1,False,False,False,,,,,,,,,,
SAMN27722566,SRR18887181,GCF_023374165.1_ASM2337416v1_genomic,GCF_023374165.1,False,True,True,False,PACBIO_SMRT || ILLUMINA,Klebsiella pneumoniae,100.0,0.06,PRJNA830444,Klebsiella pneumoniae,strong,138,287343
SAMEA3357466,ERR1023711,GCF_003432165.1_ASM343216v1_genomic,GCF_003432165.1,False,True,True,False,ILLUMINA,Klebsiella pneumoniae,100.0,1.19,PRJEB6891,Klebsiella pneumoniae,strong,85,259641
SAMN15148290,SRR11949032,GCF_013826045.1_ASM1382604v1_genomic,GCF_013826045.1,False,True,True,False,ILLUMINA || OXFORD_NANOPORE,Klebsiella pneumoniae,100.0,0.55,PRJNA605147,Klebsiella pneumoniae,strong,106,399820
SAMN51215381,SRR35295323,GCF_053691435.1_ASM5369143v1_genomic,GCF_053691435.1,False,False,False,,,,,,,,,,
SAMEA3357254,ERR1015287,GCF_904863325.1_INF354_genomic,GCF_904863325.1,False,True,True,False,ILLUMINA,Klebsiella pneumoniae,100.0,0.19,PRJEB6891,Klebsiella pneumoniae,strong,142,201523
SAMN15148709,SRR11948865,GCF_013731735.1_ASM1373173v1_genomic,GCF_013731735.1,False,True,True,False,ILLUMINA || OXFORD_NANOPORE,Klebsiella pneumoniae,100.0,0.79,PRJNA605147,Klebsiella pneumoniae,strong,206,157221
SAMEA3357330,ERR1023633,GCF_020149895.1_ASM2014989v1_genomic,GCF_020149895.1,False,True,True,False,ILLUMINA || OXFORD_NANOPORE,Klebsiella pneumoniae,100.0,0.13,PRJNA646837 || PRJEB6891,Klebsiella pneumoniae,strong,119,149112
SAMEA3357225,ERR1008715,GCF_904863395.1_INF250_genomic,GCF_904863395.1,False,True,True,False,OXFORD_NANOPORE || ILLUMINA,Klebsiella pneumoniae,100.0,0.19,PRJNA646837 || PRJEB6891,Klebsiella pneumoniae,strong,133,216994
SAMN04014956,SRR5168376,GCF_002056385.1_ASM205638v1_genomic,GCF_002056385.1,False,True,True,False,ILLUMINA || ILLUMINA || ILLUMINA || PACBIO_SMRT || PACBIO_SMRT,Klebsiella pneumoniae,100.0,0.06,PRJNA292902,Klebsiella pneumoniae,strong,111,231996
SAMEA3357223,ERR1008714,GCF_002752775.1_ASM275277v1_genomic,GCF_002752775.1,False,True,True,False,ILLUMINA || OXFORD_NANOPORE || OXFORD_NANOPORE || OXFORD_NANOPORE,Klebsiella pneumoniae,100.0,0.14,PRJEB6891 || PRJNA351909,Klebsiella pneumoniae,strong,142,193459
SAMN15148764,SRR11949002,GCF_013782105.1_ASM1378210v1_genomic,GCF_013782105.1,False,True,True,False,ILLUMINA || OXFORD_NANOPORE,Klebsiella pneumoniae,100.0,0.93,PRJNA605147,Klebsiella pneumoniae,strong,186,343336
SAMEA3357033,ERR1008692,GCF_904863195.1_INF133_genomic,GCF_904863195.1,False,True,True,False,ILLUMINA,Klebsiella pneumoniae,100.0,0.5,PRJEB6891,Klebsiella pneumoniae,strong,105,340479
SAMN04014984,SRR4025992,GCF_002180315.1_ASM218031v1_genomic,GCF_002180315.1,False,True,True,False,ILLUMINA || PACBIO_SMRT || ILLUMINA || ILLUMINA || PACBIO_SMRT,Klebsiella pneumoniae,100.0,0.03,PRJNA292902,Klebsiella pneumoniae,strong,157,191816
SAMN41036205,SRR28760608,GCF_052402505.1_ASM5240250v1_genomic,GCF_052402505.1,False,False,False,,,,,,,,,,
SAMN29934022,SRR20649756,GCF_026247985.1_ASM2624798v1_genomic,GCF_026247985.1,False,True,True,False,ILLUMINA,Klebsiella pneumoniae,100.0,0.06,PRJNA590644,Klebsiella pneumoniae,strong,145,270452
SAMN17138652,SRR13302186,GCF_016598835.1_ASM1659883v1_genomic,GCF_016598835.1,False,True,True,False,ILLUMINA,Klebsiella quasipneumoniae,100.0,0.98,PRJNA512885,Klebsiella quasipneumoniae subsp. similipneumoniae,strong,299,253547
SAMEA3357001,ERR1008677,GCF_020149875.1_ASM2014987v1_genomic,GCF_020149875.1,False,True,True,False,ILLUMINA,Klebsiella pneumoniae,100.0,0.57,PRJEB6891,Klebsiella pneumoniae,strong,165,112254
SAMN07602587,SRR6037655,GCF_003194285.1_ASM319428v1_genomic,GCF_003194285.1,False,True,True,False,PACBIO_SMRT || ILLUMINA,Klebsiella pneumoniae,100.0,0.2,PRJNA401330,Klebsiella pneumoniae,strong,61,432982
SAMEA3357241,ERR1015281,GCF_904863425.1_INF348_genomic,GCF_904863425.1,False,True,True,False,ILLUMINA,Klebsiella pneumoniae,100.0,0.9,PRJEB6891,Klebsiella pneumoniae,strong,94,213721
SAMN07766632,SRR6165292,GCF_027941975.1_ASM2794197v1_genomic,GCF_027941975.1,False,True,True,False,ILLUMINA,Klebsiella pneumoniae,100.0,2.39,PRJNA413541,Klebsiella pneumoniae,strong,195,209209
SAMEA3357043,ERR1023792,GCF_002753355.1_ASM275335v1_genomic,GCF_002753355.1,False,True,True,False,ILLUMINA || OXFORD_NANOPORE,Klebsiella pneumoniae,100.0,0.18,PRJEB6891,Klebsiella pneumoniae,strong,60,266997
SAMEA3357269,ERR1015293,GCF_904865735.1_INF361_genomic,GCF_904865735.1,False,True,True,False,OXFORD_NANOPORE || ILLUMINA,Klebsiella pneumoniae,100.0,0.1,PRJNA646837 || PRJEB6891,Klebsiella pneumoniae,strong,115,146560
SAMEA3357003,ERR1008678,GCF_904866435.1_INF119_genomic,GCF_904866435.1,False,True,True,False,ILLUMINA || OXFORD_NANOPORE,Klebsiella pneumoniae,100.0,0.07,PRJNA646837 || PRJEB6891,Klebsiella pneumoniae,strong,66,332000
SAMEA3357277,ERR1008739,GCF_904865815.1_INF281_genomic,GCF_904865815.1,False,True,True,False,OXFORD_NANOPORE || ILLUMINA,Klebsiella pneumoniae,100.0,1.19,PRJNA646837 || PRJEB6891,Klebsiella pneumoniae,strong,74,336719
SAMN27722563,SRR18887193,GCF_023374245.1_ASM2337424v1_genomic,GCF_023374245.1,False,True,True,False,PACBIO_SMRT || ILLUMINA,Klebsiella pneumoniae,100.0,0.06,PRJNA830444,Klebsiella pneumoniae,strong,137,287780
SAMEA3357268,ERR1008735,GCF_002753605.1_ASM275360v1_genomic,GCF_002753605.1,False,True,True,False,PACBIO_SMRT || OXFORD_NANOPORE || ILLUMINA,Klebsiella pneumoniae,100.0,0.88,PRJEB6891,Klebsiella pneumoniae,strong,143,152427
SAMN31157677,SRR21812736,GCF_029581495.1_ASM2958149v1_genomic,GCF_029581495.1,False,True,True,False,ILLUMINA,Klebsiella pneumoniae,100.0,0.3,PRJNA561493,Klebsiella pneumoniae,strong,129,180681
SAMN07450602,SRR5943226,GCF_002248115.2_ASM224811v3_genomic,GCF_002248115.2,False,True,True,False,ILLUMINA,Klebsiella pneumoniae,100.0,0.64,PRJNA389557,Klebsiella pneumoniae,strong,114,173075
SAMEA3357328,ERR1023631,GCF_002752905.1_ASM275290v1_genomic,GCF_002752905.1,False,True,True,False,OXFORD_NANOPORE || ILLUMINA || OXFORD_NANOPORE,Klebsiella pneumoniae,100.0,0.22,PRJEB6891 || PRJNA351909,Klebsiella pneumoniae,strong,49,379902
SAMN27722574,SRR18887190,GCF_023374225.1_ASM2337422v1_genomic,GCF_023374225.1,False,True,True,False,ILLUMINA || PACBIO_SMRT,Klebsiella pneumoniae,100.0,0.03,PRJNA830444,Klebsiella pneumoniae,strong,114,219538
SAMEA3357023,ERR1023782,GCF_904863365.1_INF049_genomic,GCF_904863365.1,False,True,True,False,OXFORD_NANOPORE || ILLUMINA,Klebsiella pneumoniae,100.0,0.26,PRJNA646837 || PRJEB6891,Klebsiella pneumoniae,strong,127,208071
SAMEA3357419,ERR1023692,GCF_904865795.1_KSB2_10B_genomic,GCF_904865795.1,False,True,True,False,ILLUMINA,Klebsiella pneumoniae,100.0,0.38,PRJEB6891,Klebsiella pneumoniae,strong,102,364160
SAMN15148724,SRR11949261,GCF_013729075.1_ASM1372907v1_genomic,GCF_013729075.1,False,True,True,False,OXFORD_NANOPORE || ILLUMINA,Klebsiella pneumoniae,100.0,0.11,PRJNA605147,Klebsiella pneumoniae,strong,69,902268
SAMN44266161,SRR30971625,GCF_049354765.1_4777_genomic,GCF_049354765.1,False,False,False,,,,,,,,,,
SAMEA3357345,ERR1023648,GCF_904864445.1_KSB1_6G_genomic,GCF_904864445.1,False,True,True,False,OXFORD_NANOPORE || ILLUMINA,Klebsiella pneumoniae,100.0,0.17,PRJNA646837 || PRJEB6891,Klebsiella pneumoniae,strong,206,202089
SAMEA3357265,ERR1015291,GCF_904866215.1_INF359_genomic,GCF_904866215.1,False,True,True,False,ILLUMINA,Klebsiella pneumoniae,100.0,0.95,PRJEB6891,Klebsiella pneumoniae,strong,91,289331
SAMEA3357192,ERR1023866,GCF_904863285.1_INF231_genomic,GCF_904863285.1,False,True,True,False,ILLUMINA,Klebsiella pneumoniae,100.0,0.22,PRJEB6891,Klebsiella pneumoniae,strong,66,317384
SAMEA3356962,ERR1023752,GCF_020149785.1_ASM2014978v1_genomic,GCF_020149785.1,False,True,True,False,ILLUMINA,Klebsiella pneumoniae,100.0,0.55,PRJEB6891,Klebsiella pneumoniae,strong,106,288544
SAMEA3357191,ERR1008774,GCF_904866395.1_INF321_genomic,GCF_904866395.1,False,True,True,False,OXFORD_NANOPORE || ILLUMINA,Klebsiella pneumoniae,100.0,1.33,PRJNA646837 || PRJEB6891,Klebsiella pneumoniae,strong,163,123616
SAMEA3357256,ERR1015288,GCF_904863245.1_INF355_genomic,GCF_904863245.1,False,True,True,False,OXFORD_NANOPORE || ILLUMINA,Klebsiella pneumoniae,100.0,0.1,PRJNA646837 || PRJEB6891,Klebsiella pneumoniae,strong,107,190353
SAMN10935845,SRR8581242,GCF_016598795.1_ASM1659879v1_genomic,GCF_016598795.1,False,True,True,False,ILLUMINA,Klebsiella pneumoniae,100.0,1.48,PRJNA522420,Klebsiella pneumoniae,strong,91,266046
SAMN22024790,SRR16202849,GCF_020525485.1_ASM2052548v1_genomic,GCF_020525485.1,False,True,True,False,OXFORD_NANOPORE || ILLUMINA,Klebsiella pneumoniae,100.0,0.18,PRJNA768294,Klebsiella pneumoniae,strong,68,269875
SAMEA3356997,ERR1008675,GCF_003432245.1_ASM343224v1_genomic,GCF_003432245.1,False,True,True,False,ILLUMINA,Klebsiella pneumoniae,100.0,0.08,PRJEB6891,Klebsiella pneumoniae,strong,102,253181
SAMEA3357080,ERR1023801,GCF_002753055.1_ASM275305v1_genomic,GCF_002753055.1,False,True,True,False,ILLUMINA || OXFORD_NANOPORE,Klebsiella pneumoniae,100.0,0.88,PRJEB6891,Klebsiella pneumoniae,strong,150,188601
SAMEA3357198,ERR1035981,GCF_003590665.1_ASM359066v1_genomic,GCF_003590665.1,False,True,True,False,ILLUMINA,Klebsiella pneumoniae,100.0,0.14,PRJEB6891,Klebsiella pneumoniae,strong,150,116213
SAMN04014939,SRR5168232,GCF_002056475.1_ASM205647v1_genomic,GCF_002056475.1,False,True,True,False,ILLUMINA || ILLUMINA || PACBIO_SMRT || ILLUMINA || PACBIO_SMRT,Klebsiella pneumoniae,100.0,0.07,PRJNA292904,Klebsiella pneumoniae,strong,128,209742
SAMN22024780,SRR16202851,GCF_020526045.1_ASM2052604v1_genomic,GCF_020526045.1,False,True,True,False,ILLUMINA || PACBIO_SMRT,Klebsiella pneumoniae,100.0,0.14,PRJNA768294,Klebsiella pneumoniae,strong,74,162326
SAMD00287284,DRR279225,GCF_021655435.1_ASM2165543v1_genomic,GCF_021655435.1,False,True,True,False,OXFORD_NANOPORE || ILLUMINA,Klebsiella pneumoniae,100.0,0.06,PRJDB9509,Klebsiella pneumoniae,strong,65,416044
SAMN06040387,SRR6519357,GCF_002935085.1_ASM293508v1_genomic,GCF_002935085.1,False,True,True,False,PACBIO_SMRT || PACBIO_SMRT || ILLUMINA || ILLUMINA,Klebsiella pneumoniae,100.0,1.11,PRJNA430813,Klebsiella pneumoniae,strong,222,133344
SAMN04014888,SRR5167853,GCF_002180075.1_ASM218007v1_genomic,GCF_002180075.1,False,True,True,False,PACBIO_SMRT || ILLUMINA || ILLUMINA || ILLUMINA || PACBIO_SMRT,Klebsiella pneumoniae,100.0,0.11,PRJNA292904,Klebsiella pneumoniae,strong,180,203931
SAMN49815534,SRR34410457,GCF_051617105.1_ASM5161710v1_genomic,GCF_051617105.1,False,False,False,,,,,,,,,,
SAMN15437778,SRR12518022,GCF_022369925.1_ASM2236992v1_genomic,GCF_022369925.1,False,True,True,False,ILLUMINA,Klebsiella pneumoniae,100.0,1.25,PRJNA643814,Klebsiella pneumoniae,strong,110,216287
SAMN17766508,SRR18543847,GCF_022789105.2_KGMAR-2020-440_genomic,GCF_022789105.2,False,True,True,False,ILLUMINA,Klebsiella pneumoniae,100.0,0.06,PRJNA591480,Klebsiella pneumoniae,strong,78,400843
SAMEA3357121,ERR1023820,GCF_904865685.1_INF182_genomic,GCF_904865685.1,False,True,True,False,ILLUMINA,Klebsiella pneumoniae,100.0,0.49,PRJEB6891,Klebsiella pneumoniae,strong,60,211738
SAMN03733793,SRR2965692,GCF_001902255.1_ASM190225v1_genomic,GCF_001902255.1,False,True,True,False,ILLUMINA,Klebsiella pneumoniae,100.0,0.08,PRJNA246471,Klebsiella pneumoniae,strong,94,329013
SAMEA3357401,ERR1023683,GCF_904865765.1_KSB2_9A_genomic,GCF_904865765.1,False,True,True,False,ILLUMINA,Klebsiella pneumoniae,99.97,84.81,PRJEB6891,Klebsiella pneumoniae,weak,3367,9443
SAMN32676088,SRR23048628,GCF_041861255.1_ASM4186125v1_genomic,GCF_041861255.1,False,True,True,False,ILLUMINA,Klebsiella pneumoniae,100.0,0.26,PRJNA922900,Klebsiella pneumoniae,strong,88,351019
SAMN31592762,SRR22179815,GCF_026069065.1_ASM2606906v2_genomic,GCF_026069065.1,False,True,True,False,OXFORD_NANOPORE || ILLUMINA,Klebsiella variicola,100.0,0.29,PRJNA288601,Klebsiella variicola subsp. variicola,strong,116,303075
SAMEA3357311,ERR1015312,GCF_904866535.1_KSB1_8C_genomic,GCF_904866535.1,False,True,True,False,ILLUMINA,Klebsiella pneumoniae,100.0,0.12,PRJEB6891,Klebsiella pneumoniae,strong,88,251041
SAMEA3357050,ERR1008700,GCF_904865785.1_INF142_genomic,GCF_904865785.1,False,True,True,False,ILLUMINA,Klebsiella pneumoniae,100.0,0.88,PRJEB6891,Klebsiella pneumoniae,strong,140,129811
SAMEA3356961,ERR1023751,GCF_904865825.1_INF018_genomic,GCF_904865825.1,False,True,True,False,ILLUMINA,Klebsiella pneumoniae,100.0,0.5,PRJEB6891,Klebsiella pneumoniae,strong,77,305870
SAMN15148140,SRR11949333,GCF_013895695.1_ASM1389569v1_genomic,GCF_013895695.1,False,True,True,False,OXFORD_NANOPORE || ILLUMINA,Klebsiella pneumoniae,100.0,0.04,PRJNA605147,Klebsiella pneumoniae,strong,62,511565
SAMEA3357077,ERR1023800,GCF_002753075.1_ASM275307v1_genomic,GCF_002753075.1,False,True,True,False,ILLUMINA || OXFORD_NANOPORE || OXFORD_NANOPORE,Klebsiella pneumoniae,100.0,0.88,PRJNA646837 || PRJEB6891,Klebsiella pneumoniae,strong,152,138872
SAMN39976604,SRR27998988,GCF_036884245.1_Unifr_Kpn_Kp11978_chr_genomic,GCF_036884245.1,False,True,True,False,ILLUMINA || OXFORD_NANOPORE,Klebsiella pneumoniae,100.0,0.21,PRJNA1077593,Klebsiella pneumoniae,strong,176,217964
SAMEA3357075,ERR1023799,GCF_904863265.1_INF156_genomic,GCF_904863265.1,False,True,True,False,OXFORD_NANOPORE || ILLUMINA,Klebsiella pneumoniae,100.0,0.84,PRJEB6891 || PRJNA351909,Klebsiella pneumoniae,strong,84,426844
SAMEA3357177,ERR1008766,GCF_904864535.1_INF313_genomic,GCF_904864535.1,False,True,True,False,ILLUMINA,Klebsiella pneumoniae,100.0,0.19,PRJEB6891,Klebsiella pneumoniae,strong,138,221405
SAMEA3357337,ERR1023640,GCF_003432205.1_ASM343220v1_genomic,GCF_003432205.1,False,True,True,False,OXFORD_NANOPORE || ILLUMINA,Klebsiella pneumoniae,100.0,0.18,PRJEB6891 || PRJNA351909,Klebsiella pneumoniae,strong,93,232928
SAMEA3357016,ERR1008684,GCF_003432285.1_ASM343228v1_genomic,GCF_003432285.1,False,True,True,False,ILLUMINA || OXFORD_NANOPORE,Klebsiella pneumoniae,100.0,0.09,PRJEB6891,Klebsiella pneumoniae,strong,69,319168
SAMN04014993,SRR4026000,GCF_002202235.1_ASM220223v1_genomic,GCF_002202235.1,False,True,True,False,ILLUMINA || PACBIO_SMRT || ILLUMINA || ILLUMINA || ILLUMINA || PACBIO_SMRT,Klebsiella pneumoniae,100.0,1.24,PRJNA292902,Klebsiella pneumoniae,strong,84,423195
SAMEA3357053,ERR1023796,GCF_904866425.1_INF065_genomic,GCF_904866425.1,False,True,True,False,ILLUMINA,Klebsiella pneumoniae,100.0,0.05,PRJEB6891,Klebsiella pneumoniae,strong,106,186403
SAMN04014907,SRR3112320,GCF_002948565.1_ASM294856v1_genomic,GCF_002948565.1,False,True,True,False,PACBIO_SMRT || ILLUMINA || PACBIO_SMRT,Klebsiella pneumoniae,100.0,0.03,PRJNA292904,Klebsiella pneumoniae,strong,133,146274
SAMN07503088,SRR5931343,GCF_002812385.1_ASM281238v1_genomic,GCF_002812385.1,False,True,True,False,ILLUMINA,Klebsiella pneumoniae,100.0,0.06,PRJNA397262,Klebsiella pneumoniae,strong,106,247720
SAMEA3356991,ERR1023765,GCF_904864565.1_INF032_genomic,GCF_904864565.1,False,True,True,False,ILLUMINA || OXFORD_NANOPORE,Klebsiella pneumoniae,100.0,0.15,PRJNA646837 || PRJEB6891,Klebsiella pneumoniae,strong,54,293441
SAMEA3357253,ERR1008728,GCF_904866335.1_INF266_genomic,GCF_904866335.1,False,True,True,False,ILLUMINA,Klebsiella pneumoniae,100.0,0.62,PRJEB6891,Klebsiella pneumoniae,strong,86,287495
SAMEA3357421,ERR1023693,GCF_904866295.1_KSB2_1C_genomic,GCF_904866295.1,False,True,True,False,OXFORD_NANOPORE || ILLUMINA,Klebsiella pneumoniae,100.0,0.3,PRJNA646837 || PRJEB6891,Klebsiella pneumoniae,strong,93,267496
SAMD00287285,DRR279226,GCF_021655455.1_ASM2165545v1_genomic,GCF_021655455.1,False,True,True,False,OXFORD_NANOPORE || ILLUMINA,Klebsiella pneumoniae,100.0,0.06,PRJDB9509,Klebsiella pneumoniae,strong,65,412495
SAMN18388146,SRR14018333,GCF_019428485.1_ASM1942848v1_genomic,GCF_019428485.1,False,True,True,False,OXFORD_NANOPORE || ILLUMINA,Klebsiella quasipneumoniae,100.0,0.13,PRJNA715927,Klebsiella quasipneumoniae subsp. quasipneumoniae,strong,270,154619
SAMN02786856,SRR1510963,GCF_000717515.1_ASM71751v1_genomic,GCF_000717515.1,False,True,True,False,PACBIO_SMRT || LS454 || ILLUMINA || PACBIO_SMRT || PACBIO_SMRT,Klebsiella pneumoniae,100.0,0.04,PRJNA198784,Klebsiella pneumoniae,strong,85,231127
SAMN27722573,SRR18887191,GCF_023374205.1_ASM2337420v1_genomic,GCF_023374205.1,False,True,True,False,PACBIO_SMRT || ILLUMINA,Klebsiella pneumoniae,100.0,0.06,PRJNA830444,Klebsiella pneumoniae,strong,149,287343
SAMEA3357068,ERR1008631,GCF_904863145.1_INF072_genomic,GCF_904863145.1,False,True,True,False,ILLUMINA,Klebsiella pneumoniae,100.0,0.14,PRJEB6891,Klebsiella pneumoniae,strong,86,266644
SAMN07503096,SRR5931376,GCF_002812365.1_ASM281236v1_genomic,GCF_002812365.1,False,True,True,False,ILLUMINA,Klebsiella pneumoniae,100.0,0.07,PRJNA397262,Klebsiella pneumoniae,strong,121,172379
SAMEA3357013,ERR1023777,GCF_904864605.1_INF044_genomic,GCF_904864605.1,False,True,True,False,ILLUMINA || OXFORD_NANOPORE,Klebsiella pneumoniae,100.0,0.05,PRJNA646837 || PRJEB6891,Klebsiella pneumoniae,strong,98,177023
SAMEA3357211,ERR1035988,GCF_904866375.1_INF242_genomic,GCF_904866375.1,False,True,True,False,ILLUMINA,Klebsiella pneumoniae,100.0,0.08,PRJEB6891,Klebsiella pneumoniae,strong,68,342453
SAMN07450608,SRR5943220,GCF_002251875.2_ASM225187v3_genomic,GCF_002251875.2,False,True,True,False,ILLUMINA,Klebsiella pneumoniae,100.0,0.08,PRJNA389557,Klebsiella pneumoniae,strong,108,319730
SAMN37529182,SRR26162848,GCF_032343715.1_ASM3234371v1_genomic,GCF_032343715.1,False,True,True,False,ILLUMINA || OXFORD_NANOPORE,Klebsiella pneumoniae,100.0,0.92,PRJNA1020811,Klebsiella pneumoniae,strong,132,162116
SAMEA3357273,ERR1008738,GCF_904866405.1_INF279_genomic,GCF_904866405.1,False,True,True,False,ILLUMINA,Klebsiella pneumoniae,100.0,0.19,PRJEB6891,Klebsiella pneumoniae,strong,138,204262
SAMEA3357260,ERR1023722,GCF_904863125.1_INF357_genomic,GCF_904863125.1,False,True,True,False,OXFORD_NANOPORE || ILLUMINA,Klebsiella pneumoniae,100.0,0.74,PRJNA646837 || PRJEB6891,Klebsiella pneumoniae,strong,97,172397
SAMEA3357010,ERR1023775,GCF_002752995.1_ASM275299v1_genomic,GCF_002752995.1,False,True,True,False,OXFORD_NANOPORE || OXFORD_NANOPORE || ILLUMINA,Klebsiella pneumoniae,100.0,0.18,PRJNA646837 || PRJEB6891,Klebsiella pneumoniae,strong,60,310369
SAMN07638733,SRR6032541,GCF_003443755.1_ASM344375v1_genomic,GCF_003443755.1,False,True,True,False,ILLUMINA || OXFORD_NANOPORE,Klebsiella pneumoniae,100.0,0.47,PRJNA407116,Klebsiella pneumoniae,strong,216,118874
SAMN04014958,SRR5168378,GCF_002055765.1_ASM205576v1_genomic,GCF_002055765.1,False,True,True,False,ILLUMINA || ILLUMINA || PACBIO_SMRT || PACBIO_SMRT || ILLUMINA,Klebsiella pneumoniae,100.0,1.56,PRJNA292902,Klebsiella pneumoniae,strong,139,168047
SAMN15547571,SRR12233584,GCF_023703955.1_ASM2370395v1_genomic,GCF_023703955.1,False,True,True,False,ILLUMINA,Klebsiella pneumoniae,100.0,0.16,PRJNA646592,Klebsiella pneumoniae,strong,70,330251
SAMEA3357081,ERR1008638,GCF_904864645.1_INF079_genomic,GCF_904864645.1,False,True,True,False,ILLUMINA || OXFORD_NANOPORE,Klebsiella pneumoniae,100.0,1.21,PRJNA646837 || PRJEB6891,Klebsiella pneumoniae,strong,72,203475
SAMD00287288,DRR279229,GCF_021655515.1_ASM2165551v1_genomic,GCF_021655515.1,False,True,True,False,OXFORD_NANOPORE || ILLUMINA,Klebsiella pneumoniae,100.0,0.07,PRJDB9509,Klebsiella pneumoniae,strong,78,278636
SAMEA3357408,ERR1023686,GCF_904863295.1_KSB2_2B_genomic,GCF_904863295.1,False,True,True,False,ILLUMINA,Klebsiella pneumoniae,100.0,0.38,PRJEB6891,Klebsiella pneumoniae,strong,102,265465
SAMEA3357272,ERR1008737,GCF_002752975.1_ASM275297v1_genomic,GCF_002752975.1,False,True,True,False,OXFORD_NANOPORE || ILLUMINA,Klebsiella pneumoniae,100.0,0.88,PRJEB6891,Klebsiella pneumoniae,strong,136,152427
SAMN32977652,SRR23290086,GCF_028596205.1_ASM2859620v1_genomic,GCF_028596205.1,False,True,True,False,ILLUMINA || OXFORD_NANOPORE,Klebsiella pneumoniae,100.0,0.18,PRJNA929966,Klebsiella pneumoniae,strong,149,255686
