ncbi_accession	paired_gcf_accession	ncbi_assembly_level	ncbi_assembly_status	ncbi_sequencing_tech	ncbi_assembly_method	ncbi_refseq_category	ncbi_genome_notes	ncbi_genome_size	ncbi_n_scaffolds	ncbi_scaffold_n50	ncbi_scaffold_l50	ncbi_n_contigs	ncbi_contig_n50	ncbi_contig_l50	ncbi_genome_coverage	ncbi_gc_percent	ncbi_n_chromosomes	ncbi_completeness	ncbi_contamination	ncbi_taxonomy_check	ncbi_ani_match_status	lookup_accession
GCF_019915345.1	GCA_019915345.1	Complete Genome	current	PacBio Sequel	Canu v. 2.0			5642663	6	5153521	1	6	5153521	1	238.0	57.0	6	98.15	2.66	OK	derived_species_match	GCF_019915345
GCF_020215625.1	GCA_020215625.1	Complete Genome	current	Illumina MiSeq	UNICYCLER v. V.0.4.8			5528540	11	5379175	1	11	5379175	1	126.43	57.0	11	98.38	0.74	OK	species_match	GCF_020215625
GCF_019880265.1	GCA_019880265.1	Complete Genome	current	Oxford Nanopore PromethION	Canu v. v1.5			5493096	2	5155767	1	2	5155767	1	723.15	57.0	2	97.24	0.64	OK	subspecies_match	GCF_019880265
GCF_020023445.1	GCA_020023445.1	Complete Genome	current	Oxford Nanopore MinION	Canu v. v1.3			5842109	5	5215453	1	5	5215453	1	100.0	57.0	5	99.31	0.55	OK	derived_species_match	GCF_020023445
GCF_019915565.1	GCA_019915565.1	Complete Genome	current	Illumina MiSeq; Oxford Nanopore MinION	Unicycler v. v0.4.8-beta			5382488	2	5187804	1	2	5187804	1	37.0	58.0	2	99.02	0.38	OK	derived_species_match	GCF_019915565
GCF_020985265.1	GCA_020985265.1	Complete Genome	current	PacBio Sequel	HGAP v. 4			5426819	3	5151098	1	3	5151098	1	424.0	58.0	3	99.37	0.47	OK	derived_species_match	GCF_020985265
GCF_020097415.1	GCA_020097415.1	Complete Genome	current	Pacbio; Illumina	SMRT v. 9.0.0, HGAP v. 4.0			5162579	2	5084978	1	2	5084978	1	984.42	58.0	2	99.37	0.35	OK	derived_species_match	GCF_020097415
GCF_020525705.1	GCA_020525705.1	Complete Genome	current	Minion (Oxford Nanopore) and NextSeq 500/550 (Illumina)	Trycycler; Medaka; Pilon v. 0.3.3; 1.3.3; 1.23			6047783	7	5255898	1	7	5255898	1	50.0	56.5	7	98.31	1.34	OK	subspecies_match	GCF_020525705
GCF_020525565.1	GCA_020525565.1	Complete Genome	current	Minion (Oxford Nanopore) and NextSeq 500/550 (Illumina)	Trycycler; Medaka; Pilon v. 0.3.3; 1.3.3; 1.23			5394763	2	5243322	1	2	5243322	1	50.0	58.0	2	99.08	0.42	OK	subspecies_match	GCF_020525565
GCF_020525585.1	GCA_020525585.1	Complete Genome	current	Minion (Oxford Nanopore) and NextSeq 500/550 (Illumina)	Trycycler; Medaka; Pilon v. 0.3.3; 1.3.3; 1.23			5449678	4	5171734	1	4	5171734	1	50.0	57.5	4	99.11	0.31	OK	subspecies_match	GCF_020525585
GCF_020525525.1	GCA_020525525.1	Complete Genome	current	Minion (Oxford Nanopore) and NextSeq 500/550 (Illumina)	Trycycler; Medaka; Pilon v. 0.3.3; 1.3.3; 1.23			5482753	4	5106924	1	4	5106924	1	50.0	58.0	4	99.08	0.52	OK	subspecies_match	GCF_020525525
GCF_020525725.1	GCA_020525725.1	Complete Genome	current	Minion (Oxford Nanopore) and NextSeq 500/550 (Illumina)	Trycycler; Medaka; Pilon v. 0.3.3; 1.3.3; 1.23			6009817	14	5456874	1	14	5456874	1	50.0	57.0	14	99.09	0.7	OK	subspecies_match	GCF_020525725
GCF_020525785.1	GCA_020525785.1	Complete Genome	current	Minion (Oxford Nanopore) and NextSeq 500/550 (Illumina)	Trycycler; Medaka; Pilon v. 0.3.3; 1.3.3; 1.23			5944214	3	5416099	1	3	5416099	1	50.0	57.5	3	98.96	0.59	OK	subspecies_match	GCF_020525785
GCF_020525805.1	GCA_020525805.1	Complete Genome	current	Minion (Oxford Nanopore) and NextSeq 500/550 (Illumina)	Trycycler; Medaka; Pilon v. 0.3.3; 1.3.3; 1.23			5507945	5	5315931	1	5	5315931	1	50.0	58.0	5	98.83	0.88	OK	species_match	GCF_020525805
GCF_020525825.1	GCA_020525825.1	Complete Genome	current	Minion (Oxford Nanopore) and NextSeq 500/550 (Illumina)	Trycycler; Medaka; Pilon v. 0.3.3; 1.3.3; 1.23			5818970	12	5117462	1	12	5117462	1	50.0	57.5	12	98.28	0.52	OK	subspecies_match	GCF_020525825
GCF_020149805.1	GCA_020149805.1	Complete Genome	current	Illumina; Oxford Nanopore MinION	Unicycler v. v4.7			6012103	6	5448052	1	6	5448052	1	110.0	56.5	6	99.66	0.71	OK	derived_species_match	GCF_020149805
GCF_020995405.1	GCA_020995405.1	Complete Genome	current	Oxford Nanopore	SOAPdenovo v. 2			5576491	1	5576491	1	1	5576491	1	150.0	57.5	1	99.08	0.45	OK	subspecies_match	GCF_020995405
GCF_020525605.1	GCA_020525605.1	Complete Genome	current	Minion (Oxford Nanopore) and NextSeq 500/550 (Illumina)	Trycycler; Medaka; Pilon v. 0.3.3; 1.3.3; 1.23			5467687	1	5467687	1	1	5467687	1	50.0	57.5	1	99.56	0.35	OK	species_match	GCF_020525605
GCF_020525625.1	GCA_020525625.1	Complete Genome	current	Minion (Oxford Nanopore) and NextSeq 500/550 (Illumina)	Trycycler; Medaka; Pilon v. 0.3.3; 1.3.3; 1.23			5544082	1	5544082	1	1	5544082	1	50.0	57.0	1	99.12	0.96	OK	species_match	GCF_020525625
GCF_020525685.1	GCA_020525685.1	Chromosome	current	Minion (Oxford Nanopore) and NextSeq 500/550 (Illumina)	Trycycler; Medaka; Pilon v. 0.3.3; 1.3.3; 1.23			5189735	2	5084979	1	3	5084979	1	50.0	58.0	2	99.37	0.35	OK	subspecies_match	GCF_020525685
GCF_020520225.1	GCA_020520225.1	Chromosome	current	Oxford Nanopore	Unicycler v. 0.4.8			5949458	9	5412086	1	9	5411986	1	200.0	57.0	9	99.07	0.43	OK	derived_species_match	GCF_020520225
GCF_020684845.1	GCA_020684845.1	Chromosome	current	Illumina MiSeq; Oxford Nanopore MinION	SPAdes v. 3.10.1			5370022	1	5370022	1	1	5369922	1	100.0	57.5	1	99.07	0.42	OK	derived_species_match	GCF_020684845
GCF_020496635.1	GCA_020496635.1	Chromosome	current	Illumina; PacBio	Unicycler v. 0.4.7			5915234	3	5345842	1	3	5345742	1	1.0	56.5	3	98.51	0.98	OK	species_match	GCF_020496635
GCF_020405125.1	GCA_020405125.1	Chromosome	current	Illumina MiSeq; Oxford Nanopore MinION	SPAdes v. 3.10.1			5330753	1	5330753	1	1	5330653	1	100.0	57.5	1	99.07	0.5	OK	species_match	GCF_020405125
GCF_020544485.1	GCA_020544485.1	Chromosome	current	Illumina MiniSeq; Oxford Nanopore	Unicycler v. 0.4.8			6085754	5	5315153	1	19	5315153	1	110.0	56.5	5	99.04	2.13	OK	species_match	GCF_020544485
GCF_020496675.1	GCA_020496675.1	Chromosome	current	Illumina; PacBio	Unicycler v. 0.4.7			5702904	4	5280286	1	4	5280186	1	1.0	57.0	4	98.48	0.68	OK	derived_species_match	GCF_020496675
GCF_020410725.1	GCA_020410725.1	Chromosome	current	Illumina MiSeq; Oxford Nanopore MinION	SPAdes v. 3.10.1			5196801	1	5196801	1	1	5196701	1	100.0	57.5	1	99.07	1.13	OK	derived_species_match	GCF_020410725
GCF_019856575.1	GCA_019856575.1	Chromosome	current	Illumina	CLC Genomics Workbench v. 20; SPAdes v. 3.13.0			5777346	3	5427711	1	7	3208524	1	130.0	56.5	3	98.16	1.26	OK	derived_species_match	GCF_019856575
GCF_020684865.1	GCA_020684865.1	Chromosome	current	Illumina MiSeq; Oxford Nanopore MinION	SPAdes v. 3.10.1			5351782	1	5351782	1	6	1466431	2	100.0	57.5	1	98.81	0.26	OK	derived_species_match	GCF_020684865
GCF_020341575.1	GCA_020341575.1	Chromosome	current	Illumina MiSeq	CLC NGS Cell v. 21.0.5			5380559	4	5365211	1	132	559988	3	74.56	57.5	4	98.55	0.5	OK	derived_species_match	GCF_020341575
GCF_021535105.1	GCA_021535105.1	Complete Genome	current	Oxford Nanopore MiniION	SPAdes v. v3.13.1			5808098	3	5519555	1	3	5519555	1	58.0	57.0	3	98.6	0.65	OK	species_match	GCF_021535105
GCF_021249265.1	GCA_021249265.1	Complete Genome	current	Oxford Nanopore MiniION	SPAdes v. v3.13.1			5883732	3	5517450	1	3	5517450	1	58.0	57.0	3	98.86	0.91	OK	species_match	GCF_021249265
GCF_021535085.1	GCA_021535085.1	Complete Genome	current	Oxford Nanopore MiniION	SPAdes v. v3.13.1			5812172	3	5516520	1	3	5516520	1	58.0	57.0	3	98.86	0.91	OK	species_match	GCF_021535085
GCF_021729925.1	GCA_021729925.1	Complete Genome	current	Oxford Nanopore	Canu v. v1.5			5656432	3	5487893	1	3	5487893	1	363.03	57.0	3	98.43	0.99	OK	derived_species_match	GCF_021729925
GCF_021497485.1	GCA_021497485.1	Complete Genome	current	Oxford Nanopore MinION	CLC NGS Cell v. 10.0			5916024	5	5485926	1	5	5485926	1	100.0	57.0	5	99.07	0.95	OK	derived_species_match	GCF_021497485
GCF_021166215.1	GCA_021166215.1	Complete Genome	current	Oxford Nanopore MiniION and Illumina HiSeq	Unicycler v. v0.4.9			5804830	3	5478995	1	3	5478995	1	100.0	57.0	3	98.57	0.61	OK	species_match	GCF_021166215
GCF_021442065.1	GCA_021442065.1	Complete Genome	current	PacBio	HGAP v. 2020-01			5887462	6	5475409	1	6	5475409	1	188.0	57.0	6	99.07	0.43	OK	derived_species_match	GCF_021442065
GCF_021398155.1	GCA_021398155.1	Complete Genome	current	Oxford Nanopore	SOAPdenovo v. 1.0			5962370	4	5474886	1	4	5474886	1	100.0	57.0	4	98.94	1.11	OK	derived_species_match	GCF_021398155
GCF_021166115.1	GCA_021166115.1	Complete Genome	current	Oxford Nanopore MiniION and Illumina HiSeq	Unicycler v. v0.4.9			5932249	6	5473619	1	6	5473619	1	100.0	57.0	6	99.07	0.43	OK	derived_species_match	GCF_021166115
GCF_021498005.1	GCA_021498005.1	Complete Genome	current	PacBio RSII; Illumina HiSeq 4000	Unicycler v. 0.4.7.			5665281	4	5466036	1	4	5466036	1	203.0	57.0	4	98.8	0.38	OK	derived_species_match	GCF_021498005
GCF_021464465.1	GCA_021464465.1	Complete Genome	current	PacBio Sequel	Flye v. a3bd8dc			5560462	4	5463879	1	4	5463879	1	54.0	57.5	4	98.81	0.38	OK	derived_species_match	GCF_021464465
GCF_021397755.1	GCA_021397755.1	Complete Genome	current	Complete Genomics	SPAdes v. Dec-2021			5690385	2	5463475	1	2	5463475	1	12.0	57.0	2	98.34	0.68	OK	species_match	GCF_021397755
GCF_021166235.1	GCA_021166235.1	Complete Genome	current	Oxford Nanopore MiniION and Illumina HiSeq	Unicycler v. v0.4.9			5995557	7	5462996	1	7	5462996	1	100.0	57.0	7	97.03	0.36	OK	species_match	GCF_021166235
GCF_021560095.1	GCA_021560095.1	Complete Genome	current	PacBio Sequel; Illumina HiSeq	SOAPdenovo v. 2.04; unicycler v. 0.4.7			5893149	6	5459621	1	6	5459621	1	100.0	57.0	6	98.78	0.43	OK	derived_species_match	GCF_021560095
GCF_022354545.1	GCA_022354545.1	Complete Genome	current	Illumina; Oxford Nanopore GridION	"""Other"" v. Unicycler"			5501974	2	5459081	1	2	5459081	1	200.0	57.5	2	99.02	0.52	OK	derived_species_match	GCF_022354545
GCF_021431985.1	GCA_021431985.1	Complete Genome	current	nanopore	Unicycler v. v0.4.5			5453822	1	5453822	1	1	5453822	1	100.0	57.5	1	98.81	0.21	OK	derived_species_match	GCF_021431985
GCF_021398445.1	GCA_021398445.1	Complete Genome	current	Illumina HiSeq; Oxford Nanopore GridION	Unicycler v. 0.4.7			5443983	1	5443983	1	1	5443983	1	1.0	57.5	1	97.97	0.25	OK	derived_species_match	GCF_021398445
GCF_021484985.1	GCA_021484985.1	Complete Genome	current	Oxford Nanopore MinION; Illumina iSeq	Unicycler v. 0.4.8			5582290	3	5443502	1	3	5443502	1	20.0	57.5	3	99.07	0.19	OK	derived_species_match	GCF_021484985
GCF_021485005.1	GCA_021485005.1	Complete Genome	current	Oxford Nanopore MinION; Illumina iSeq	Unicycler v. 0.4.8			5572350	3	5442379	1	3	5442379	1	20.0	57.5	3	99.07	0.19	OK	derived_species_match	GCF_021485005
GCF_021485025.1	GCA_021485025.1	Complete Genome	current	Oxford Nanopore MinION; Illumina iSeq	Unicycler v. 0.4.8			5570298	3	5441422	1	3	5441422	1	20.0	57.5	3	99.07	0.19	OK	derived_species_match	GCF_021485025
GCF_022324755.1	GCA_022324755.2	Complete Genome	current	Oxford Nanopore	Unicycle v. June-2021			5591322	4	5438190	1	4	5438190	1	10.0	57.5	4	99.07	0.38	OK	derived_species_match	GCF_022324755
GCF_021166155.1	GCA_021166155.1	Complete Genome	current	Oxford Nanopore MiniION and Illumina HiSeq	Unicycler v. v0.4.9			5840090	4	5437539	1	4	5437539	1	100.0	57.0	4	97.98	0.41	OK	derived_species_match	GCF_021166155
GCF_021655415.1	GCA_021655415.1	Complete Genome	current	ONT MinION; Illumina NovaSeq	Canu v. 2.1.1; Pilon			5650165	2	5435124	1	2	5435124	1	5190.0	57.0	2	98.79	0.23	OK	species_match	GCF_021655415
GCF_021497265.1	GCA_021497265.1	Complete Genome	current	PacBio Sequel	FALCON v. v0.3.0			5749350	3	5415638	1	3	5415638	1	448.0	57.0	3	98.52	0.63	OK	species_match	GCF_021497265
GCF_021655515.1	GCA_021655515.1	Complete Genome	current	Illumina Miseq; MinION	Unicycler v. 0.4.8			5646427	3	5389848	1	3	5389848	1	117.0	57.5	3	98.77	3.46	OK	derived_species_match	GCF_021655515
GCF_021166195.1	GCA_021166195.1	Complete Genome	current	Oxford Nanopore MiniION and Illumina HiSeq	Unicycler v. v0.4.9			6056009	7	5383183	1	7	5383183	1	100.0	56.5	7	98.29	1.29	OK	derived_species_match	GCF_021166195
GCF_022353585.1	GCA_022353585.1	Complete Genome	current	Illumina; Oxford Nanopore GridION	"""Other"" v. Unicycler"			5763074	5	5381612	1	5	5381612	1	200.0	57.0	5	98.56	1.11	OK	species_match	GCF_022353585
GCF_021397585.1	GCA_021397585.1	Complete Genome	current	Illumina NovaSeq; Oxford Nanopore GridION	Unicycler v. 0.4.8			5674521	7	5374519	1	7	5374519	1	100.0	57.0	7	97.83	1.01	OK	derived_species_match	GCF_021397585
GCF_021166095.1	GCA_021166095.1	Complete Genome	current	Oxford Nanopore MiniION and Illumina HiSeq	Unicycler v. v0.4.9			5723345	3	5373674	1	3	5373674	1	100.0	57.0	3	98.55	1.28	OK	species_match	GCF_021166095
GCF_021166135.1	GCA_021166135.1	Complete Genome	current	Oxford Nanopore MiniION and Illumina HiSeq	Unicycler v. v0.4.9			5951238	11	5370996	1	11	5370996	1	100.0	56.5	11	97.9	1.04	OK	derived_species_match	GCF_021166135
GCF_022353825.1	GCA_022353825.1	Complete Genome	current	Illumina; Oxford Nanopore GridION	"""Other"" v. Unicycler"			5549046	4	5365399	1	4	5365399	1	200.0	57.5	4	99.07	0.19	OK	derived_species_match	GCF_022353825
GCF_022213425.1	GCA_022213425.1	Complete Genome	current	Oxford Nanopore GridION	unicycler v. 0.4.9b			5694272	3	5359407	1	3	5359407	1	245.0	57.0	3	98.31	0.78	OK	species_match	GCF_022213425
GCF_021729765.1	GCA_021729765.1	Complete Genome	current	Oxford Nanopore	Canu v. V1.5			5688562	4	5356928	1	4	5356928	1	195.87	57.0	4	98.31	0.81	OK	derived_species_match	GCF_021729765
GCF_021899755.1	GCA_021899755.1	Complete Genome	current	Oxford Nanopore MinION	flye v. 2.8.3-b1695			5941013	5	5354976	1	5	5354976	1	50.0	56.5	5	97.43	1.49	OK	derived_species_match	GCF_021899755
GCF_022354525.1	GCA_022354525.1	Complete Genome	current	Illumina NovaSeq; Nanopore Sequel	CANU v. v1.8; Unicycler v. v0.4.5			5709075	8	5352365	1	8	5352365	1	7129.6	57.0	8	98.37	1.15	OK	species_match	GCF_022354525
GCF_021442045.1	GCA_021442045.1	Complete Genome	current	PacBio	HGAP v. 2020-01			5811072	7	5341102	1	7	5341102	1	236.0	57.0	7	98.47	1.26	OK	species_match	GCF_021442045
GCF_022353705.1	GCA_022353705.1	Complete Genome	current	Illumina; Oxford Nanopore GridION	"""Other"" v. Unicycler"			5867209	6	5339646	1	6	5339646	1	200.0	57.0	6	98.98	1.02	OK	derived_species_match	GCF_022353705
GCF_021441845.1	GCA_021441845.1	Complete Genome	current	Oxford Nanopore	SPAdes v. 3.10.0			5486905	2	5339005	1	2	5339005	1	200.0	57.5	2	99.05	1.12	OK	derived_species_match	GCF_021441845
GCF_022354365.1	GCA_022354365.1	Complete Genome	current	Illumina; Oxford Nanopore GridION	"""Other"" v. Unicycler"			5661974	3	5335476	1	3	5335476	1	200.0	57.0	3	98.35	1.1	OK	derived_species_match	GCF_022354365
GCF_021729785.1	GCA_021729785.1	Complete Genome	current	Oxford Nanopore	Canu v. V1.5			5754678	4	5334536	1	4	5334536	1	354.77	57.0	4	98.93	1.12	OK	derived_species_match	GCF_021729785
GCF_021484965.1	GCA_021484965.1	Complete Genome	current	Illumina; MioION	CLC Genomics Workbench v. 10.0			5803565	5	5331908	1	5	5331908	1	12.0	57.0	5	98.41	1.02	OK	derived_species_match	GCF_021484965
GCF_021768325.1	GCA_021768325.1	Complete Genome	current	MinION plus Illumina	Unicycler v. 1.0			5680443	4	5327894	1	4	5327894	1	100.0	57.0	4	98.81	0.36	OK	derived_species_match	GCF_021768325
GCF_021952765.1	GCA_021952765.1	Complete Genome	current	Illumina MiniSeq, Oxford Nanopore	Unicycler v. 0.4.8			5596002	5	5320804	1	5	5320804	1		57.0	5	98.5	1.25	OK	derived_species_match	GCF_021952765
GCF_021389995.1	GCA_021389995.1	Complete Genome	current	nanopore	canu v. 1.7			5544732	4	5314393	1	4	5314393	1	300.0	57.0	4	98.55	0.96	OK	species_match	GCF_021389995
GCF_022354105.1	GCA_022354105.1	Complete Genome	current	Illumina; Oxford Nanopore GridION	"""Other"" v. Unicycler"			5699107	4	5313927	1	4	5313927	1	200.0	57.0	4	98.36	1.24	OK	derived_species_match	GCF_022354105
GCF_022354285.1	GCA_022354285.1	Complete Genome	current	Illumina; Oxford Nanopore GridION	"""Other"" v. Unicycler"			5541433	8	5310264	1	8	5310264	1	200.0	57.0	8	98.22	0.88	OK	derived_species_match	GCF_022354285
GCF_021899575.1	GCA_021899575.1	Complete Genome	current	Oxford Nanopore MinION	flye v. 2.8.3-b1695			5933854	6	5308597	1	6	5308597	1	54.0	56.5	6	98.14	0.29	OK	derived_species_match	GCF_021899575
GCF_022353805.1	GCA_022353805.1	Complete Genome	current	Illumina; Oxford Nanopore GridION	"""Other"" v. Unicycler"			5363236	2	5304983	1	2	5304983	1	200.0	57.5	2	98.94	0.31	OK	derived_species_match	GCF_022353805
GCF_022059905.1	GCA_022059905.1	Complete Genome	current	Oxford Nanopore	Unicycler v. 0.4.9			5902864	5	5304541	1	5	5304541	1	200.0	56.5	5	98.83	1.22	OK	derived_species_match	GCF_022059905
GCF_022213405.2	GCA_022213405.2	Complete Genome	current	Oxford Nanopore	Unicycler v. 0.4.9			5828354	3	5302095	1	3	5302095	1	200.0	56.5	3	98.9	1.22	OK	derived_species_match	GCF_022213405
GCF_021172125.1	GCA_021172125.1	Complete Genome	current	Illumina HiSeq; Oxford Nanopore MinION	Unicycler v. 0.4.8			5783830	3	5301226	1	3	5301226	1	100.0	56.5	3	98.63	1.73	OK	derived_species_match	GCF_021172125
GCF_021899615.1	GCA_021899615.1	Complete Genome	current	Oxford Nanopore MinION	flye v. 2.8.3-b1695			5868718	7	5294530	1	7	5294530	1	75.0	56.5	7	97.65	1.63	OK	derived_species_match	GCF_021899615
GCF_022354165.1	GCA_022354165.1	Complete Genome	current	Illumina; Oxford Nanopore GridION	"""Other"" v. Unicycler"			5555698	4	5292815	1	4	5292815	1	200.0	57.0	4	99.07	0.7	OK	derived_species_match	GCF_022354165
GCF_021655495.1	GCA_021655495.1	Complete Genome	current	Illumina Miseq; MinION	Unicycler v. 0.4.8			5548378	3	5291799	1	3	5291799	1	113.0	57.5	3	99.03	1.76	OK	derived_species_match	GCF_021655495
GCF_021432125.1	GCA_021432125.1	Complete Genome	current	PacBio RS	HGAP v. 4			5713854	4	5288221	1	4	5288221	1	100.0	57.0	4	98.94	1.45	OK	derived_species_match	GCF_021432125
GCF_021432105.1	GCA_021432105.1	Complete Genome	current	PacBio RS	HGAP v. 4			5720066	4	5288218	1	4	5288218	1	100.0	57.0	4	98.94	1.61	OK	derived_species_match	GCF_021432105
GCF_021655455.1	GCA_021655455.1	Complete Genome	current	Illumina Miseq; MinION	Unicycler v. 0.4.8			5507508	2	5287433	1	2	5287433	1	123.0	57.5	2	99.03	1.76	OK	derived_species_match	GCF_021655455
GCF_021655435.1	GCA_021655435.1	Complete Genome	current	Illumina Miseq; MinION	Unicycler v. 0.4.8			5507507	2	5287432	1	2	5287432	1	130.0	57.5	2	99.03	1.76	OK	derived_species_match	GCF_021655435
GCF_021655475.1	GCA_021655475.1	Complete Genome	current	Illumina Miseq; MinION	Unicycler v. 0.4.8			5654881	4	5287432	1	4	5287432	1	108.0	57.0	4	99.03	2.1	OK	derived_species_match	GCF_021655475
GCF_021390015.1	GCA_021390015.1	Complete Genome	current	nanopore	canu v. 1.7			5329424	3	5279165	1	3	5279165	1	300.0	57.5	3	99.08	0.55	OK	derived_species_match	GCF_021390015
GCF_022354125.1	GCA_022354125.1	Complete Genome	current	Illumina; Oxford Nanopore GridION	"""Other"" v. Unicycler"			5540371	2	5277314	1	2	5277314	1	200.0	57.5	2	98.03	1.97	OK	derived_species_match	GCF_022354125
GCF_022353525.1	GCA_022353525.1	Complete Genome	current	Illumina; Oxford Nanopore GridION	"""Other"" v. Unicycler"			5579152	5	5275543	1	5	5275543	1	200.0	57.0	5	98.55	1.4	OK	derived_species_match	GCF_022353525
GCF_021952745.1	GCA_021952745.1	Complete Genome	current	Illumina MiniSeq, Oxford Nanopore	Unicycler v. 0.4.8			5332678	3	5263198	1	3	5263198	1		57.5	3	98.81	0.6	OK	derived_species_match	GCF_021952745
GCF_021496545.1	GCA_021496545.1	Complete Genome	current	Illumina MiSeq	SPAdes v. 3.9.0			5257665	1	5257665	1	1	5257665	1	247.0	57.5	1	99.02	0.19	OK	derived_species_match	GCF_021496545
GCF_021729905.1	GCA_021729905.1	Complete Genome	current	Oxford Nanopore	Canu v. v1.5			5249777	1	5249777	1	1	5249777	1	354.77	57.5	1	98.42	0.52	OK	derived_species_match	GCF_021729905
GCF_021432005.1	GCA_021432005.1	Complete Genome	current	nanopore	Unicycler v. v0.4.5			5249104	1	5249104	1	1	5249104	1	100.0	57.5	1	98.35	0.55	OK	derived_species_match	GCF_021432005
GCF_022353665.1	GCA_022353665.1	Complete Genome	current	Illumina; Oxford Nanopore GridION	"""Other"" v. Unicycler"			5612630	5	5236294	1	5	5236294	1	200.0	57.0	5	98.94	1.18	OK	derived_species_match	GCF_022353665
GCF_022354625.1	GCA_022354625.1	Complete Genome	current	Illumina; Oxford Nanopore GridION	"""Other"" v. Unicycler"			5332009	3	5228368	1	3	5228368	1	200.0	57.5	3	98.55	0.48	OK	derived_species_match	GCF_022354625
GCF_022353985.1	GCA_022353985.1	Complete Genome	current	Illumina; Oxford Nanopore GridION	"""Other"" v. Unicycler"			5471034	4	5225847	1	4	5225847	1	200.0	57.5	4	98.77	0.92	OK	derived_species_match	GCF_022353985
GCF_022353645.1	GCA_022353645.1	Complete Genome	current	Illumina; Oxford Nanopore GridION	"""Other"" v. Unicycler"			5718968	5	5223831	1	5	5223831	1	200.0	57.0	5	98.55	1.5	OK	derived_species_match	GCF_022353645
GCF_022353765.1	GCA_022353765.1	Complete Genome	current	Illumina; Oxford Nanopore GridION	"""Other"" v. Unicycler"			5471940	3	5182463	1	3	5182463	1	200.0	57.5	3	99.01	0.81	OK	derived_species_match	GCF_022353765
GCF_021228815.1	GCA_021228815.1	Complete Genome	current	Illumina HiSeq; Oxford Nanopore MinION	Unicycler v. v0.4.8			5415589	2	5172055	1	2	5172055	1	73.0	57.5	2	98.55	1.14	OK	derived_species_match	GCF_021228815
GCF_021166175.1	GCA_021166175.1	Complete Genome	current	Oxford Nanopore MiniION and Illumina HiSeq	Unicycler v. v0.4.9			5348798	2	5140269	1	2	5140269	1	100.0	57.5	2	98.55	0.25	OK	derived_species_match	GCF_021166175
GCF_022009655.1	GCA_022009655.1	Complete Genome	current	Illumina HiSeq	SOAPdenovo v. 1.0			5127042	1	5127042	1	1	5127042	1	100.0	57.5	1	98.52	0.21	OK	derived_species_match	GCF_022009655
GCF_021460155.1	GCA_021460155.1	Complete Genome	current	Illumina MiSeq, Oxford Nanopore MiniION	unicycler v. v0.4.9			5119182	1	5119182	1	1	5119182	1	100.0	57.5	1	99.07	0.55	OK	derived_species_match	GCF_021460155
GCF_021166075.1	GCA_021166075.1	Complete Genome	current	Oxford Nanopore MiniION and Illumina HiSeq	Unicycler v. v0.4.9			5358866	3	5059681	1	3	5059681	1	100.0	57.5	3	98.24	0.5	OK	derived_species_match	GCF_021166075
GCF_021442005.1	GCA_021442005.1	Complete Genome	current	PacBio	SOAPdenovo v. v2.04			5868295	6	5435820	1	6	5435820	1	203.0	57.0	6	99.07	0.36	OK	subspecies_match	GCF_021442005
GCF_022353865.1	GCA_022353865.1	Complete Genome	current	Illumina; Oxford Nanopore GridION	"""Other"" v. Unicycler"			6138045	5	5362660	1	5	5362660	1	200.0	57.0	5	98.92	1.15	OK	derived_species_match	GCF_022353865
