reference,strain,SampleAcc,LaneAcc,SupplierName,StudyAccession,species,species_match,contig_count,N50,largest_contig,total_size,ambiguous_bases,QC_warnings,ST,virulence_score,resistance_score,num_resistance_classes,num_resistance_genes,Yersiniabactin,YbST,Colibactin,CbST,Aerobactin,AbST,Salmochelin,SmST,RmpADC,RmST,rmpA2,wzi,K_locus,AGly_acquired,Col_acquired,Fcyn_acquired,Flq_acquired,Gly_acquired,MLS_acquired,Phe_acquired,Rif_acquired,Sul_acquired,Tet_acquired,Tgc_acquired,Tmt_acquired,Bla_acquired,Bla_inhR_acquired,Bla_ESBL_acquired,Bla_ESBL_inhR_acquired,Bla_Carb_acquired,Bla_chr,SHV_mutations,Omp_mutations,Col_mutations,Flq_mutations,truncated_resistance_hits,spurious_resistance_hits,Chr_ST,gapA,infB,mdh,pgi,phoE,rpoB,tonB,ybtS,ybtX,ybtQ,ybtP,ybtA,irp2,irp1,ybtU,ybtT,ybtE,fyuA,clbA,clbB,clbC,clbD,clbE,clbF,clbG,clbH,clbI,clbL,clbM,clbN,clbO,clbP,clbQ,iucA,iucB,iucC,iucD,iutA,iroB,iroC,iroD,iroN,rmpA,rmpD,rmpC,spurious_virulence_hits,SUPPLIER_SAMPLE_NAME,DATE,Strain,main_ST,neonate,major_wards
Lester et al 2022,36195_1#284,ERS5122501,ERR8574977,CES19F,ERP115360,Klebsiella pneumoniae,strong,48,294635,715272,5499614,yes (674),ambiguous_bases,ST15,1,1,7,10,ybt 9; ICEKp3,174-1LV,-,0,-,0,-,0,-,0,-,wzi93,KL112,aac(3)-IIa.v1^;aac(6')-Ib-cr.v2;strA.v1^;strB.v1,-,-,-,-,-,CatB4.v1,-,sul2,-,-,dfrA14.v2*,OXA-1;TEM-1D.v1^,-,CTX-M-15,-,-,SHV-28.v1^,-,-,-,GyrA-83F;GyrA-87A;ParC-80I,-,-,ST15,1,1,1,1,1,1,1,5,11,6,5,1,34,15,9,5,5,11*,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,CES19F,2019,NA,ST15,n,unknown
Lester et al 2022,36195_1#287,ERS5122330,ERR8574978,CES18U,ERP115360,Klebsiella pneumoniae,strong,171,178385,373312,5504447,yes (694),ambiguous_bases,ST152,1,0,9,14,ybt 10; ICEKp4,325,-,0,-,0,-,0,-,0,-,wzi110,KL149,aac(3)-IIa.v1^;aac(6')-Ib-cr.v2;aadA16*,-,-,qnrB6^;qnrD1,-,mphA,CatB4.v1;catA1^,arr-3,sul1;sul1,tet(D),-,dfrA27,OXA-1,-,-,-,-,SHV-1^,-,-,-,GyrA-83F;GyrA-87A;ParC-80I,-,-,ST152,2,3,2,1,1,4,56,88,12,4,121,21,272,280,3,72,9,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,CES18U,2019,NA,other,n,unknown
Lester et al 2022,36195_1#308,ERS5122349,ERR8574992,CES15A,ERP115360,Klebsiella pneumoniae,strong,42,469512,1381619,5418964,yes (443),ambiguous_bases,ST48,1,1,7,12,ybt 10; ICEKp4,481-4LV,-,0,-,0,-,0,-,0,-,wzi62,KL62,aac(3)-IIa.v1;aadA2^;aph3-Ia.v1^;strA.v1^;strB.v1,-,-,-,-,mphA,catII.2*,-,sul1;sul2^,-,-,dfrA12,TEM-1D.v1^,-,CTX-M-15,-,-,SHV-11.v1^,35Q,-,-,-,-,-,ST48,2,5,2,2,7,1,10,32,12,193,39*,25,91,564*,135,25*,8,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,CES15A,2018,NA,ST48,n,unknown
Lester et al 2022,36195_1#30,ERS5122361,ERR8574782,CES198,ERP115360,Klebsiella pneumoniae,strong,44,444824,1063785,5588482,yes (395),ambiguous_bases,ST14,1,1,8,13,ybt 9; ICEKp3,183-2LV,-,0,-,0,-,0,-,0,-,wzi2,KL2 (KL30),aac(3)-IIa.v1^;aac(6')-Ib-cr.v2;aadA*,-,-,qnrB1.v2^,-,-,CatB4.v1;catII.2*;cmlA5,arr-2,sul2,-,-,dfrA14.v2*,OXA-1;OXA-10,-,CTX-M-15,-,-,SHV-28.v1^,-,-,-,-,-,-,ST14,1,6,1,1,1,1,1,5,11,6*,5,1,25,37,9,78,5,11,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,CES198,2019,NA,ST14,n,unknown
Lester et al 2022,36195_1#311,ERS5122517,ERR8574995,CES1AC,ERP115360,Klebsiella pneumoniae,strong,71,341889,716411,5633180,yes (719),ambiguous_bases,ST372,0,1,7,11,-,0,-,0,-,0,-,0,-,0,-,wzi43,KL43,aac(3)-IIa.v1^;aac(3)-IId^;aac(6')-Ib'.v1;aadA*,-,-,-,-,-,CatB4.v1;catII.2*,-,sul2,-,-,dfrA30*,OXA-1;TEM-1D.v1^,-,CTX-M-15,-,-,SHV-26,-,-,-,GyrA-87N,OXA-9.v1*-42%,-,ST372,2,1,2,1,1,15,4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,CES1AC,2019,NA,other,n,unknown
Lester et al 2022,36195_1#315,ERS5122519,ERR8574997,CES10K,ERP115360,Klebsiella pneumoniae,strong,51,350286,735233,5518509,yes (11),ambiguous_bases,ST101,0,1,7,9,-,0,-,0,-,0,-,0,-,0,-,wzi137,KL17,aac(3)-IId^;strA.v1*;strB.v1*,-,-,qnrS1,-,-,-,-,sul2,tet(D),-,dfrA14.v2*,TEM-1D.v1^,-,CTX-M-15,-,-,SHV-1^,-,-,-,-,-,-,ST101,2,6,1,5,4,1,6,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,CES10K,2018,NA,ST101,n,unknown
Lester et al 2022,36195_1#320,ERS5122363,ERR8575000,CES16F,ERP115360,Klebsiella pneumoniae,strong,57,429752,766020,5702246,yes (884),ambiguous_bases,ST35,0,1,7,11,-,0,-,0,-,0,-,0,-,0,-,wzi85,KL30,aac(3)-IId^;aph3-Ia.v1^;strA.v1^;strB.v1,-,-,-,-,mphA,catII.2*,-,sul2,-,-,dfrA14.v2*;dfrA30*,TEM-1D.v1^,-,CTX-M-15,-,-,SHV-33*,-,-,-,-,-,-,ST35,2,1,2,1,10,1,19,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,CES16F,2018,NA,ST35,n,unknown
Lester et al 2022,36195_1#32,ERS5122427,ERR8574784,CES17N,ERP115360,Klebsiella pneumoniae,strong,39,416392,873827,5480835,yes (307),ambiguous_bases,ST17,1,1,5,5,ybt 9; ICEKp3,183,-,0,-,0,-,0,-,0,-,wzi141,KL25,aac(3)-IId^,-,-,-,-,-,-,-,sul2,-,-,dfrA30*,TEM-1D.v1^,-,CTX-M-15,-,-,SHV-11.v1^,35Q,-,-,-,-,-,ST17,2,1,1,1,4,4,4,5,11,6,5,1,25,37,9,5,5,11,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,CES17N,2018,NA,ST17,n,unknown
Lester et al 2022,36195_1#339,ERS5122380,ERR8575012,CES17H,ERP115360,Klebsiella pneumoniae,strong,57,267872,490342,5568488,yes (338),ambiguous_bases,ST20,0,1,5,5,-,0,-,0,-,0,-,0,-,0,-,wzi84,KL28,aac(3)-IId^,-,-,-,-,-,-,-,sul2,-,-,dfrA30*,TEM-1D.v1^,-,CTX-M-15,-,-,SHV-187,-,-,-,-,-,-,ST20,2,3,1,1,4,4,4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,CES17H,2018,NA,other,n,unknown
Lester et al 2022,36195_1#343,ERS5122540,ERR8575014,CES1AP,ERP115360,Klebsiella pneumoniae,strong,48,631446,1184793,5352632,no,-,ST307,1,0,1,0,ybt 9; ICEKp3,187,-,0,-,0,-,0,-,0,-,wzi173,"KL102 (KL149,KL155)",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,SHV-28.v1^,-,-,-,GyrA-83I;ParC-80I,-,aac(6')-Ib-cr.v1?-0%;dfrA14.v1?-0%,ST307,4,1,2,52,1,1,7,5,11,6,5,1,25,282,9,5,5,11,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,CES1AP,2019,NA,ST307,n,unknown
Lester et al 2022,36195_1#34,ERS5122554,ERR8574786,CES18X,ERP115360,Klebsiella pneumoniae,strong,57,370374,656507,5794709,yes (1321),ambiguous_bases,ST607,1,1,9,15,ybt 14; ICEKp5,135-3LV,-,0,-,0,-,0,-,0,-,wzi133,KL25,aac(3)-IIa.v1;aac(6')-Ib-cr.v2;aadA16*;strA.v1*;strB.v1,-,-,qnrB6^,-,-,catII.2*,arr-3,sul1;sul1?;sul2,tet(D),-,dfrA27,TEM-1D.v1^,-,CTX-M-15,-,-,SHV-1*,-,-,-,-,-,-,ST607,2,1,2,80,10,1,155,4,4,5,4,1,27,251,95,4,4,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,CES18X,2019,NA,ST607,n,unknown
Lester et al 2022,36195_1#38,ERS5122364,ERR8574788,CES12R,ERP115360,Klebsiella pneumoniae,strong,47,356686,1158324,5648952,yes (965),ambiguous_bases,ST1552,0,1,8,13,-,0,-,0,-,0,-,0,-,0,-,wzi119,KL24,aac(3)-IIa.v1;aadA1.v1^;strA.v1^;strB.v1,-,-,qnrB1.v2^,-,-,catA1^,-,sul1;sul2,tet(A).v1,-,dfrA1.v2;dfrA14.v2*,TEM-1D.v1^,-,CTX-M-15,-,-,SHV-11.v1^,35Q,-,-,-,-,-,ST1552,2,1,2,1,3,25,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,CES12R,2018,NA,ST1552,n,unknown
Lester et al 2022,36195_1#42,ERS5122562,ERR8574792,CES1B3,ERP115360,Klebsiella pneumoniae,strong,107,374350,1170434,5599449,yes (726),ambiguous_bases,ST307,1,1,6,8,ybt 9; ICEKp3,187,-,0,-,0,-,0,-,0,-,wzi173,"KL102 (KL149,KL155)",aac(3)-IIa.v1^;strA.v1^;strB.v1,-,-,qnrB1.v2^,-,-,-,-,sul2,-,-,dfrA14.v2*,TEM-1D.v1^,-,CTX-M-15,-,-,SHV-28.v1^,-,-,-,GyrA-83I;ParC-80I,-,catA8*?-44%,ST307,4,1,2,52,1,1,7,5,11,6,5,1,25,282,9,5,5,11,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,CES1B3,2019,NA,ST307,n,unknown
Lester et al 2022,36195_1#46,ERS5122372,ERR8574794,CES197,ERP115360,Klebsiella pneumoniae,strong,50,439042,1064196,5606130,yes (660),ambiguous_bases,ST14,1,1,8,13,ybt 9; ICEKp3,183-2LV,-,0,-,0,-,0,-,0,-,wzi2,KL2 (KL30),aac(3)-IIa.v1^;aac(6')-Ib-cr.v2;aadA*,-,-,qnrB1.v2^,-,-,CatB4.v1;catII.2*;cmlA5,arr-2,sul2,-,-,dfrA14.v2*,OXA-1;OXA-10,-,CTX-M-15,-,-,SHV-28.v1^,-,-,-,-,-,-,ST14,1,6,1,1,1,1,1,5,11,6*,5,1,25,37,9,78,5,11,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,CES197,2019,NA,ST14,n,unknown
Lester et al 2022,36195_1#47,ERS5122564,ERR8574795,CES1A9,ERP115360,Klebsiella pneumoniae,strong,29,469641,1686739,5599578,yes (75),ambiguous_bases,ST391,0,1,7,8,-,0,-,0,-,0,-,0,-,0,-,wzi554,KL?,aac(3)-IId^,-,-,-,-,mphA,catII.2*,-,sul2,-,-,dfrA14.v2*;dfrA30*,TEM-1D.v1^,-,CTX-M-15,-,-,SHV-11.v1^,35Q,-,-,-,-,-,ST391,10,5,1,4,6,4,4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,CES1A9,2019,NA,ST391,n,unknown
Lester et al 2022,36195_1#55,ERS5122463,ERR8574801,CES18R,ERP115360,Klebsiella pneumoniae,strong,57,445207,1063230,5596819,yes (609),ambiguous_bases,ST14,1,1,8,13,ybt 9; ICEKp3,183-2LV,-,0,-,0,-,0,-,0,-,wzi2,KL2 (KL30),aac(3)-IIa.v1^;aac(6')-Ib-cr.v2;aadA*,-,-,qnrB1.v2^,-,-,CatB4.v1;catII.2*;cmlA5,arr-2,sul2,-,-,dfrA14.v2*,OXA-1;OXA-10,-,CTX-M-15,-,-,SHV-28.v1^,-,-,-,-,dfrA1.v1?-0%,-,ST14,1,6,1,1,1,1,1,5,11,6*,5,1,25,37,9,78,5,11,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,CES18R,2019,NA,ST14,n,unknown
Lester et al 2022,36195_1#61,ERS5122387,ERR8574806,CES16P,ERP115360,Klebsiella pneumoniae,strong,65,350484,732238,5701853,yes (741),ambiguous_bases,ST35,0,1,7,11,-,0,-,0,-,0,-,0,-,0,-,wzi85,KL30,aac(3)-IId^;aph3-Ia.v1^;strA.v1^;strB.v1,-,-,-,-,mphA,catII.2*,-,sul2*?,-,-,dfrA14.v2*;dfrA30*,TEM-1D.v1^,-,CTX-M-15,-,-,SHV-33*,-,-,-,-,-,-,ST35,2,1,2,1,10,1,19,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,CES16P,2018,NA,ST35,n,unknown
Lester et al 2022,36195_1#66,ERS5122391,ERR8574809,CES12Y,ERP115360,Klebsiella pneumoniae,strong,52,422938,1454225,5648815,yes (1284),ambiguous_bases,ST1552,0,1,8,13,-,0,-,0,-,0,-,0,-,0,-,wzi119,KL24,aac(3)-IIa.v1;aadA1.v1^;strA.v1^;strB.v1,-,-,qnrB1.v2^,-,-,catA1^,-,sul1;sul2,tet(A).v1,-,dfrA1.v2;dfrA14.v2*,TEM-1D.v1^,-,CTX-M-15,-,-,SHV-11.v1^,35Q,-,-,-,-,-,ST1552,2,1,2,1,3,25,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,CES12Y,2018,NA,ST1552,n,unknown
Lester et al 2022,36195_1#69,ERS5122393,ERR8574812,CES14C,ERP115360,Klebsiella pneumoniae,strong,50,360200,1181575,5677667,yes (11),ambiguous_bases,ST307,1,0,7,8,ybt 9; ICEKp3,187,-,0,-,0,-,0,-,0,-,wzi173,"KL102 (KL149,KL155)",aac(3)-IIa.v1;aadA2^,-,-,-,-,mphA,catII.2*,-,sul1;sul2,-,-,dfrA12,TEM-1D.v1^,-,-,-,-,SHV-28.v1^,-,-,-,GyrA-83I;ParC-80I,-,-,ST307,4,1,2,52,1,1,7,5,11,6,5,1,25,282,9,5,5,11,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,CES14C,2018,NA,ST307,n,unknown
Lester et al 2022,36195_1#70,ERS5122503,ERR8574813,CES1AX,ERP115360,Klebsiella pneumoniae,strong,34,415116,1389378,5441119,yes (183),ambiguous_bases,ST307,1,1,8,12,ybt 9; ICEKp3,187-1LV,-,0,-,0,-,0,-,0,-,wzi173,"KL102 (KL149,KL155)",aac(3)-IIa.v1^;aac(6')-Ib-cr.v2;strA.v1^;strB.v1,-,-,qnrB1.v2^,-,-,CatB4.v1,-,sul2,tet(A).v1,-,dfrA14.v2*,OXA-1;TEM-1D.v1^,-,CTX-M-15,-,-,SHV-28.v1^,-,-,-,GyrA-83I;ParC-80I,-,-,ST307,4,1,2,52,1,1,7,5,11,6,5,1,25,282*,9,5,5,11,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,CES1AX,2019,NA,ST307,n,unknown
Lester et al 2022,36195_1#76,ERS5122580,ERR8574817,CES1A8,ERP115360,Klebsiella pneumoniae,strong,51,318972,542062,5432185,yes (209),ambiguous_bases,ST36,0,0,1,2,-,0,-,0,-,0,-,0,-,0,-,wzi173,"KL102 (KL149,KL155)",strA.v1;strB.v1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,SHV-11.v1^,35Q,-,-,-,-,-,ST36,2,1,2,1,7,1,7,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,CES1A8,2019,NA,ST36,n,unknown
Lester et al 2022,36195_1#80,ERS5122403,ERR8574820,CES16Q,ERP115360,Klebsiella pneumoniae,strong,62,350919,767387,5514181,yes (97),ambiguous_bases,ST35,0,1,6,6,-,0,-,0,-,0,-,0,-,0,-,-,-,aac(3)-IId^,-,-,-,-,-,catA1^,-,sul2,-,-,dfrA30*,TEM-1D.v1^,-,CTX-M-15,-,-,SHV-33*,-,-,-,-,-,-,ST35,2,1,2,1,10,1,19,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,CES16Q,2018,NA,ST35,n,unknown
this study,42070_1#101,ERS7985662,ERR12058277,BKQNAX,ERP126322,Klebsiella pneumoniae,strong,64,230973,460967,5632603,yes (336),ambiguous_bases,ST39,1,1,6,6,ybt 14; ICEKp5,151,-,0,-,0,-,0,-,0,-,wzi452,KL149,aac(3)-IId^,-,-,-,-,-,catII.2*,-,sul2,-,-,dfrA30*,TEM-1D.v1^,-,CTX-M-15,-,-,SHV-11.v1^,35Q,-,-,-,-,-,ST39,2,1,2,4,9,1,14,4,4,5,4,1,69,62,2,4,4,20,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,BKQNAX,2016,NA,ST39,n,PAEDIATRIC ONCOLOGY
this study,42070_1#102,ERS7985617,ERR12058278,CAA8T3,ERP126322,Klebsiella pneumoniae,strong,83,279353,756666,5550846,no,-,ST20,0,1,6,6,-,0,-,0,-,0,-,0,-,0,-,wzi84,KL28,aac(3)-IId^,-,-,-,-,-,catII.2*,-,sul2,-,-,dfrA30*,TEM-1D.v1^,-,CTX-M-15,-,-,SHV-187,-,-,-,-,-,-,ST20,2,3,1,1,4,4,4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,CAA8T3,2017,NA,other,n,PAEDIATRIC ONCOLOGY
this study,42070_1#103,ERS7985661,ERR12058279,BKQNB5,ERP126322,Klebsiella pneumoniae,strong,68,381889,751204,5800841,yes (1611),ambiguous_bases,ST14,0,1,6,9,-,0,-,0,-,0,-,0,-,0,-,wzi2,KL2 (KL30),aac(3)-IId^;aadA1.v1^,-,-,-,-,-,catA1^;catII.2*,-,sul1;sul2,-,-,dfrA1.v2,TEM-1D.v1^,-,CTX-M-15,-,-,SHV-28.v1^,-,-,-,-,-,-,ST14,1,6,1,1,1,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,BKQNB5,2016,NA,ST14,y,CHATINKHA NURSERY
this study,42070_1#105,ERS7985663,ERR12058281,BKQRJ3,ERP126322,Klebsiella pneumoniae,strong,34,482660,759488,5593622,yes (737),ambiguous_bases,ST86,4,1,5,5,ybt 9; ICEKp3 (truncated),202-1LV,-,0,iuc 1,1,iro 1,1,rmp 1; KpVP-1,26,rmpA2_9*,wzi2,KL2 (KL30),aac(3)-IId^,-,-,-,-,-,-,-,sul2,-,-,dfrA30*,TEM-1D.v1^,-,CTX-M-15,-,-,SHV-1^,-,-,-,-,-,-,ST86,9,4,2,1,1,1,27,5,19,26,5,1,79*-85%,53,9,5,5,21,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,1,1,1,1,1,1,1,2,2,2,-,BKQRJ3,2016,NA,ST86,n,PAEDIATRIC MOYO WARD
this study,42070_1#106,ERS7985619,ERR12058282,CAA8RR,ERP126322,Klebsiella pneumoniae,strong,37,462158,991942,5435044,no,-,ST307,1,1,8,12,ybt 9; ICEKp3,187,-,0,-,0,-,0,-,0,-,wzi173,"KL102 (KL149,KL155)",aac(3)-IIa.v1^;aac(6')-Ib-cr.v2;strA.v1^;strB.v1,-,-,qnrB1.v2^,-,-,CatB4.v1,-,sul2,tet(A).v1,-,dfrA14.v2*,OXA-1;TEM-1D.v1^,-,CTX-M-15,-,-,SHV-28.v1^,-,-,-,GyrA-83I;ParC-80I,-,-,ST307,4,1,2,52,1,1,7,5,11,6,5,1,25,282,9,5,5,11,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,CAA8RR,2017,NA,ST307,n,PAEDIATRIC SURGICAL WARD
this study,42070_1#107,ERS7985665,ERR12058283,BHAF37,ERP126322,Klebsiella pneumoniae,strong,65,318733,478344,5766176,yes (230),ambiguous_bases,ST268,5,1,6,6,ybt 0; ICEKp10,580-3LV,clb 3,13-1LV,iuc 1,78,iro 1,1,rmp 1; KpVP-1,26-1LV,rmpA2_2*-47%,wzi95,KL20,aac(3)-IId^,-,-,-,-,-,catII.2*,-,sul2,-,-,dfrA30*,TEM-1D.v1^,-,CTX-M-15,-,-,SHV-11.v1^,35Q,-,-,-,-,-,ST268,2,1,2,1,7,1,81,6,15,25,4,11,371*,319*,72,14*,4,2,2,10,2,2,2,2,2*,3,2,2,2,2,2,2,2,1,1,34,1,1,1,1,1,1,22,2,2,-,BHAF37,2016,NA,other,n,INTENSIVE CARE UNIT
this study,42070_1#108,ERS7985620,ERR12058284,CAA8QR,ERP126322,Klebsiella pneumoniae,strong,44,339422,611321,5681627,yes (601),ambiguous_bases,ST39,1,1,7,11,ybt 16; ICEKp12,294,-,0,-,0,-,0,-,0,-,wzi2,KL2 (KL30),aac(3)-IIa.v1^;aac(6')-Ib-cr.v2;strA.v1^;strB.v1,-,-,-,-,-,CatB4.v1,-,sul2,tet(A).v1,-,dfrA14.v2*,OXA-1;TEM-1D.v1^,-,CTX-M-15,-,-,SHV-11.v1^,35Q,-,-,-,-,-,ST39,2,1,2,4,9,1,14,6,15,5,4,11,286,304,2,11,4,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,25*,-,-,-,-,-,CAA8QR,2017,NA,ST39,y,CHATINKHA NURSERY
this study,42070_1#109,ERS7985667,ERR12058285,BKQTJ6,ERP126322,Klebsiella pneumoniae,strong,71,193148,508890,5619355,yes (300),ambiguous_bases,ST25,1,1,9,14,ybt 14; ICEKp5,145-2LV,-,0,-,0,-,0,-,0,-,wzi72,KL2,aac(3)-IIa.v1^;aac(6')-Ib-cr.v2;aph3-Ia.v1^;strA.v1^;strB.v1,-,-,qnrB1.v2^,-,mphA,CatB4.v1,-,sul2,tet(A).v1,-,dfrA14.v2*,OXA-1;TEM-1D.v1^,-,CTX-M-15,-,-,SHV-11.v1^,35Q,-,-,-,-,-,ST25,2,1,1,1,10,4,13,4,4,5,4,1,275,328*,2,4,4,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,BKQTJ6,2016,NA,ST25,y,CHATINKHA NURSERY
this study,42070_1#110,ERS7985621,ERR12058286,CAA8QG,ERP126322,Klebsiella pneumoniae,strong,40,339882,611331,5680286,yes (62),ambiguous_bases,ST39,1,1,7,11,ybt 16; ICEKp12,294,-,0,-,0,-,0,-,0,-,wzi2,KL2 (KL30),aac(3)-IIa.v1^;aac(6')-Ib-cr.v2;strA.v1^;strB.v1,-,-,-,-,-,CatB4.v1,-,sul2,tet(A).v1,-,dfrA14.v2*,OXA-1;TEM-1D.v1^,-,CTX-M-15,-,-,SHV-11.v1^,35Q,-,-,-,-,-,ST39,2,1,2,4,9,1,14,6,15,5,4,11,286,304,2,11,4,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,25*,-,-,-,-,-,CAA8QG,2017,NA,ST39,y,CHATINKHA NURSERY
this study,42070_1#111,ERS7985664,ERR12058287,BKQQZP,ERP126322,Klebsiella pneumoniae,strong,40,1337917,1488633,5425844,yes (948),ambiguous_bases,ST4283,0,1,6,7,-,0,-,0,-,0,-,0,-,0,-,wzi451,KL?,strA.v1^;strB.v1,-,-,qnrB1.v2^,-,-,-,-,sul2,-,-,dfrA14.v2*,TEM-1D.v1^,-,CTX-M-15,-,-,SHV-32,156D,-,-,-,-,-,ST4283,2,3,10,1,20,10,25,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,BKQQZP,2016,NA,other,n,INTENSIVE CARE UNIT
this study,42070_1#112,ERS7985622,ERR12058288,CAA8P6,ERP126322,Klebsiella pneumoniae,strong,42,339623,611352,5680578,yes (76),ambiguous_bases,ST39,1,1,7,11,ybt 16; ICEKp12,294,-,0,-,0,-,0,-,0,-,wzi2,KL2 (KL30),aac(3)-IIa.v1^;aac(6')-Ib-cr.v2;strA.v1^;strB.v1,-,-,-,-,-,CatB4.v1,-,sul2,tet(A).v1,-,dfrA14.v2*,OXA-1;TEM-1D.v1^,-,CTX-M-15,-,-,SHV-11.v1^,35Q,-,-,-,-,-,ST39,2,1,2,4,9,1,14,6,15,5,4,11,286,304,2,11,4,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,25*,-,-,-,-,-,CAA8P6,2017,NA,ST39,y,CHATINKHA NURSERY
this study,42070_1#113,ERS7985838,ERR12058289,CAA6NF,ERP126322,Klebsiella pneumoniae,strong,81,301289,706239,5696188,yes (1376),ambiguous_bases,ST14,0,1,10,15,-,0,-,0,-,0,-,0,-,0,-,wzi16,KL16 (KL143),aac(3)-IIa.v1^;aac(6')-Ib-cr.v1^;aadA*?,-,-,qnrS1,-,mphA,catII.2*;cmlA5,arr-2,sul2,tet(A).v1^,-,dfrA14.v2*,LAP-2;OXA-10;TEM-1D.v1^,-,CTX-M-15,-,-,SHV-28.v1^,-,-,-,-,OXA-9.v1*-42%,aadA24*?-0%,ST14,1,6,1,1,1,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,CAA6NF,2017,NA,ST14,y,CHATINKHA NURSERY
