study_accession	none_found	chosen_pmid	chosen_pmcid	chosen_doi	chosen_found_via	find_confidence	verified	sources_agreeing	coverage_estimate	coverage_fraction	shared_accession	umbrella	data_reuse_only	n_candidates	chosen_title
PRJEB49509	False	35449721	PMC9018397	10.1093/jacamr/dlac038	europepmc_accession	high	True	1	1.0	1.0	False	False	False	1	Prevalence of carbapenem resistance and its potential association with antimicrobial use in humans and animals in rural communities in Vietnam.
PRJNA839526	True					low		0			False	False	False	0	
PRJNA791700	True					low		0			False	False	False	0	
PRJEB38863	False	33737655	PMC7973416	10.1038/s41598-021-85766-6	europepmc_accession	high	True	1	1.0	1.0	False	False	False	1	The influence of antibiotics on transitory resistome during gut colonization with CTX-M-15 and OXA-162 producing Klebsiella pneumoniae ST15.
PRJEB38602	True					low		0			False	False	False	0	
PRJEB73590	False	41315421	PMC12722760	10.1038/s41467-025-66400-9	europepmc_accession	high	False	1	446.0	446.0	True	False	False	5	Using metagenomics and whole-genome sequencing to characterize enteric pathogens across various sources in Africa.
PRJNA754802	True					low		0			False	False	False	0	
PRJNA754804	True					low		0			False	False	False	0	
PRJNA754806	True					low		0			False	False	False	0	
PRJNA754809	True					low		0			False	False	False	0	
PRJNA754810	True					high		0			False	False	False	0	
PRJNA754811	True					low		0			False	False	False	0	
PRJNA754812	True					low		0			False	False	False	0	
PRJNA754813	True					low		0			False	False	False	0	
PRJNA754819	True					low		0			False	False	False	0	
PRJNA870312	True					low		0			False	False	False	0	
PRJNA754824	True					low		0			False	False	False	0	
PRJNA1021554	True					low		0			False	False	False	0	
PRJNA1021015	True					low		0			False	False	False	0	
PRJNA749581	False	37888586	PMC10610597	10.3390/tropicalmed8100458	europepmc_accession	medium	True	1	4.0	4.0	True	False	False	12	Genomic Analysis of Multidrug-Resistant <i>Escherichia coli</i> Strains Isolated in Tamaulipas, Mexico.
PRJNA774259	True					low		0			False	False	False	0	
PRJEB9644	True					high		0			False	False	False	0	
PRJNA758781	False	35862935	PMC9387283	10.1128/mra.00377-22	europepmc_accession	high	True	1	1.0	1.0	False	False	False	1	Complete Genome Sequence of Klebsiella sp. CTHL.F3a, a Cellulolytic Strain Isolated from Korean Kimchi.
PRJNA759343	False	35467363	PMC9119098	10.1128/mra.00171-22	europepmc_accession,ncbi_bioproject	high	True	2	1.0	1.0	False	False	False	1	Complete Genome Sequence of Klebsiella quasipneumoniae MMCC7, Isolated from an Eclectus Parrot (Eclectus roratus).
PRJNA930879	True					low		0			False	False	False	0	
PRJNA760944	True					low		0			False	False	False	0	
PRJNA761099	True					low		0			False	False	False	0	
PRJNA762203	False	34726753		10.1093/jac/dkab380	ncbi_bioproject	high		1			False	False	False	1	In vivo evolution of carbapenem resistance in hypervirulent Klebsiella pneumoniae in a patient undergoing long-term treatment.
PRJEB9692	False	27923372	PMC5142283	10.1186/s12879-016-2065-2	europepmc_accession	high	True	1	1.0	1.0	False	False	False	1	Community-acquired meningitis caused by a CG86 hypervirulent Klebsiella pneumoniae strain: first case report in the Caribbean.
PRJNA929966	False	37224062	PMC10272865	10.1099/mgen.0.001024	europepmc_accession	high	True	1	1.0	1.0	False	False	False	1	Long read genome assemblers struggle with small plasmids.
PRJNA763348	True					low		0			False	False	False	0	
PRJDB11111	True					low		0			False	False	False	0	
PRJDB2133	True					low		0			False	False	False	0	
PRJEB36000	True					low		0	1.0	1.0	False	False	False	0	
PRJEB9601	False	26890371	PMC4766917	10.3201/eid2203.151466	europepmc_accession	high	True	1	1.0	1.0	False	False	False	1	Liver Abscess Caused by Infection with Community-Acquired Klebsiella quasipneumoniae subsp. quasipneumoniae.
PRJDB1836	True					low		0			False	False	False	0	
PRJEB9173	True					low		0			False	False	False	0	
PRJEB8768	True					high		0			False	False	False	1	
PRJEB18589	False	34971560	PMC8763404	10.1016/j.chom.2021.12.003	europepmc_accession	medium	True	1			False	False	False	2	The Mouse Gastrointestinal Bacteria Catalogue enables translation between the mouse and human gut microbiotas via functional mapping.
PRJNA773853	True					low		0			False	False	False	0	
PRJNA234134	True					high		0			False	False	True	10	
PRJNA604671	False	33508483	PMC8012231	10.1016/j.jgar.2021.01.004	europepmc_accession	high		1	1.0	1.0	False	False	False	1	Resistome of a carbapenemase-producing novel ST232 Klebsiella michiganensis isolate from urban hospital effluent in South Africa.
PRJNA1004534	False	38439546	PMC10936650	10.1080/19490976.2024.2323232	europepmc_accession,europepmc_title	high	True	2	5.0	5.0	False	False	False	1	A metagenomic prospective cohort study on gut microbiome composition and clinical infection in small bowel transplantation.
PRJNA922098	False	36877262	PMC10105652	10.1007/s10096-023-04582-0	europepmc_accession	high	False	1	1.0	1.0	False	False	False	1	Resistance to ceftazidime-avibactam in a KPC-2-producing Klebsiella pneumoniae caused by the extended-spectrum beta-lactamase VEB-25.
PRJNA750627	True					low		0			False	False	False	0	
PRJEB74142	True					low		0			False	False	False	0	
PRJNA936823	False	37630513	PMC10459514	10.3390/microorganisms11081954	europepmc_accession	high	False	1			False	False	False	2	Whole-Genome Sequencing-Based Screening of MRSA in Patients and Healthcare Workers in Public Hospitals in Benin.
PRJNA931810	True					low		0			False	False	False	0	
PRJDB2159	True					low		0			False	False	False	0	
PRJNA784589	False	35369469	PMC8971848	10.3389/fmicb.2022.830209	europepmc_accession	high	True	1	71.0	71.0	False	False	False	2	Carbapenemase-Producing Extraintestinal Pathogenic <i>Escherichia coli</i> From Argentina: Clonal Diversity and Predominance of Hyperepidemic Clones CC10 and CC131.
PRJEB8575	False	25798828	PMC4370852	10.1371/journal.pone.0123690	europepmc_accession	high	True	1	1.0	1.0	False	False	False	1	The carbapenem inactivation method (CIM), a simple and low-cost alternative for the Carba NP test to assess phenotypic carbapenemase activity in gram-negative rods.
PRJEB8559	False	26056623	PMC4458127	10.7717/peerj.996	europepmc_accession	high	True	1	9.0	9.0	False	False	False	1	NxRepair: error correction in de novo sequence assembly using Nextera mate pairs.
PRJEB8303	True					low		0			False	False	False	0	
PRJNA777034	False	36147219	PMC9041515	10.1089/phage.2021.0011	europepmc_accession	high	True	1	10.0	10.0	False	False	False	1	Isolation and Characterization of Lytic Bacteriophages Targeting Diverse <i>Enterobacter</i> spp. Clinical Isolates.
PRJNA917297	False	39065231	PMC11279037	10.3390/microorganisms12071463	europepmc_accession	medium	True	1	64.0	64.0	True	False	False	3	Isolation and Characterization of <i>Escherichia coli</i> from Brazilian Broilers.
PRJEB37610	False	32763372		10.1016/j.ijantimicag.2020.106130	europepmc_accession	high		1	1.0	1.0	False	False	False	1	Detection of a hypermucoviscous Klebsiella pneumoniae co-producing NDM-5 and OXA-48 carbapenemases with sequence type 383, Brescia, Italy.
PRJNA779558	False	37719365	PMC10501869	10.1016/j.apsb.2023.06.003	europepmc_accession	medium	True	1	1.0	1.0	False	False	False	1	Polymyxin resistance caused by large-scale genomic inversion due to IS<i>26</i> intramolecular translocation in <i>Klebsiella pneumoniae</i>.
PRJEB38601	False	31286076	PMC6587045	10.1016/j.heliyon.2019.e01829	ncbi_bioproject	medium	False	1	1.0	1.0	False	False	False	1	Virulence factors and clinical patterns of multiple-clone hypermucoviscous KPC-2 producing <i>K. pneumoniae</i>.
PRJNA785542	False	40112546		10.1016/j.scitotenv.2025.179124	ncbi_bioproject	medium		1			False	False	False	1	Spread of antimicrobial-resistant clones of the ESKAPEE group: From the clinical setting to hospital effluent.
PRJEB36913	False	33490868	PMC7818245	10.1099/acmi.0.000172	europepmc_accession	high	True	1	1.0	1.0	False	False	False	1	Isolation of the human-associated <i>bla</i> <sub>CTX-M-15</sub>-harbouring <i>Klebsiella pneumoniae</i> ST307 from a tortoise in the UK.
PRJNA78565	True					low		0			False	False	False	0	
PRJNA78567	True					low		0			False	False	False	0	
PRJNA786472	False	34775131		10.1016/j.jgar.2021.09.010	europepmc_title	high		1	1.0	1.0	False	False	False	1	Differences in antimicrobial susceptibility testing complicating management of IMP carbapenemase-producing Enterobacterales infection.
PRJDB17100	True					low		0			False	False	False	0	
PRJNA787392	True					low	False	1	388.0	388.0	False	False	False	10	
PRJNA187291	True					low		0			False	False	False	0	
PRJNA787923	True					low		0			False	False	False	0	
PRJNA265268	True					low		0			False	False	False	0	
