study_accession	tag	n_samples	paper	paper_title	study_type	study_type_excluded	study_setting	amr_study	country_base	country_filled	collection_date_base	collection_date_filled	isolation_source_base	isolation_source_filled	host_base	host_filled
PRJEB8667	tail100	184			observational	False			0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0
PRJEB8721	sub10	2			observational	False			0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PRJEB8766	tail25_49	44	https://pmc.ncbi.nlm.nih.gov/articles/PMC6938978/	A One Health Study of the Genetic Relatedness of Klebsiella pneumoniae and Their Mobile Elements in the East of England.	observational	False	mixed	surveillance	0.5681818181818182	1.0	0.5681818181818182	1.0	0.5681818181818182	0.5681818181818182	0.0	1.0
PRJEB8768	sub10	1			observational	False	community		0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0
PRJEB8770	tail10_24	15	https://pmc.ncbi.nlm.nih.gov/articles/PMC6938978/	A One Health Study of the Genetic Relatedness of Klebsiella pneumoniae and Their Mobile Elements in the East of England.	observational	False		surveillance	0.8666666666666667	0.8666666666666667	0.8666666666666667	0.8666666666666667	0.8666666666666667	0.8666666666666667	0.0	1.0
PRJEB8771	sub10	2	https://pmc.ncbi.nlm.nih.gov/articles/PMC6938978/	A One Health Study of the Genetic Relatedness of Klebsiella pneumoniae and Their Mobile Elements in the East of England.	observational	False	community	surveillance	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
PRJEB8776	tail25_49	30	https://pmc.ncbi.nlm.nih.gov/articles/PMC6938978/	A One Health Study of the Genetic Relatedness of Klebsiella pneumoniae and Their Mobile Elements in the East of England.	observational	False	community	surveillance	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
PRJEB9147	tail25_49	25	https://pmc.ncbi.nlm.nih.gov/articles/PMC4896371/	The TraDIS toolkit: sequencing and analysis for dense transposon mutant libraries.	experimental_evolution	True			0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PRJEB9173	sub10	1			observational	False	community	surveillance	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0
PRJEB9325	tail50_99	93	https://pmc.ncbi.nlm.nih.gov/articles/PMC8549359/	Genomic insights into the diversity, virulence and resistance of <i>Klebsiella pneumoniae</i> extensively drug resistant clinical isolates.	observational	False	hospital	amr	0.0	1.0	0.0	0.7526881720430108	0.0	0.7526881720430108	0.0	1.0
PRJEB9327	tail25_49	46	https://pmc.ncbi.nlm.nih.gov/articles/PMC4431171/	What caused the outbreak of ESBL-producing Klebsiella pneumoniae in a neonatal intensive care unit, Germany 2009 to 2012? Reconstructing transmission with epidemiological analysis and whole-genome sequencing.	observational	False	hospital	amr	1.0	1.0	1.0	1.0	0.8913043478260869	0.8913043478260869	0.9782608695652174	0.9782608695652174
PRJEB9601	sub10	1	https://pmc.ncbi.nlm.nih.gov/articles/PMC4766917/	Liver Abscess Caused by Infection with Community-Acquired Klebsiella quasipneumoniae subsp. quasipneumoniae.	observational	False	hospital	surveillance	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
PRJEB9644	sub10	1			observational	False			0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
PRJEB9692	sub10	1	https://pmc.ncbi.nlm.nih.gov/articles/PMC5142283/	Community-acquired meningitis caused by a CG86 hypervirulent Klebsiella pneumoniae strain: first case report in the Caribbean.	observational	False	hospital	surveillance	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
PRJEB9824	sub10	4			observational	False	hospital	amr	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0
PRJNA1000275	sub10	9			observational	False		amr	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
PRJNA1000742	tail10_24	15	https://pmc.ncbi.nlm.nih.gov/articles/PMC10909888/	Occurrence and mechanisms of tigecycline resistance in carbapenem- and colistin-resistant Klebsiella pneumoniae in Thailand.	observational	False	hospital	amr	1.0	1.0	1.0	1.0	0.2	0.2	1.0	1.0
PRJNA1000963	tail25_49	40	https://pmc.ncbi.nlm.nih.gov/articles/PMC8084501/	Characteristics and Clinical Implications of Carbapenemase-Producing Klebsiella pneumoniae Colonization and Infection, Italy.	observational	False	hospital	amr	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0
PRJNA1001661	sub10	9	https://pmc.ncbi.nlm.nih.gov/articles/PMC10624845/	Detection and characterization of putative hypervirulent Klebsiella pneumoniae isolates in microbiological diagnostics.	observational	False	hospital	surveillance	0.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0
PRJNA1003529	sub10	7			observational	False	hospital		0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0
PRJNA1004324	tail50_99	90			observational	False	hospital	surveillance	0.9555555555555556	0.9555555555555556	0.9555555555555556	0.9555555555555556	0.9555555555555556	0.9555555555555556	0.9555555555555556	0.9555555555555556
PRJNA1004534	sub10	1	https://pmc.ncbi.nlm.nih.gov/articles/PMC10936650/	A metagenomic prospective cohort study on gut microbiome composition and clinical infection in small bowel transplantation.	observational	False	hospital	surveillance	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
PRJNA1012333	sub10	9	https://pmc.ncbi.nlm.nih.gov/articles/PMC11019902/	Outbreak of NDM-5-producing &lt;i&gt;Klebsiella pneumoniae&lt;/i&gt; ST307: an emerging high-risk antimicrobial resistance clone in Shanghai, China.	observational	False	hospital	amr	1.0	1.0	1.0	1.0	0.0	0.0	1.0	1.0
PRJNA1014981	sub10	4	https://pmc.ncbi.nlm.nih.gov/articles/PMC10808480/	Machine learning and feature extraction for rapid antimicrobial resistance prediction of <i>Acinetobacter baumannii</i> from whole-genome sequencing data.	observational	False			1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
PRJNA1016138	tail10_24	19	https://pmc.ncbi.nlm.nih.gov/articles/PMC11237748/	Could traces of fluoroquinolones in food induce ciprofloxacin resistance in &lt;i&gt;Escherichia coli&lt;/i&gt; and &lt;i&gt;Klebsiella pneumoniae&lt;/i&gt;? An &lt;i&gt;in vivo&lt;/i&gt; study in &lt;i&gt;Galleria mellonella&lt;/i&gt; with important implications for maximum residue limits in food.	experimental_evolution	True	community		0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0
PRJNA1017663	sub10	4	https://pmc.ncbi.nlm.nih.gov/articles/PMC10897476/	Pyridylpiperazine efflux pump inhibitor boosts in vivo antibiotic efficacy against K. pneumoniae.	experimental_evolution	True			0.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0
PRJNA1019652	sub10	5	https://pmc.ncbi.nlm.nih.gov/articles/PMC11156905/	Prevalence of ST1049-KL5 carbapenem-resistant Klebsiella pneumoniae with a bla<sub>KPC-2</sub> and bla<sub>NDM-1</sub> co-carrying hypertransmissible IncM1 plasmid.	observational	False	hospital	amr	1.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0
PRJNA1020811	sub10	3	https://pubmed.ncbi.nlm.nih.gov/38354391/	Do we still need Illumina sequencing data? Evaluating Oxford Nanopore Technologies R10.4.1 flow cells and the Rapid v14 library prep kit for Gram negative bacteria whole genome assemblies.	other	False		amr	1.0	1.0	1.0	1.0	0.0	0.0	1.0	1.0
PRJNA1021015	sub10	1			observational	False			1.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0
PRJNA1021554	sub10	1			observational	False	community	surveillance	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
PRJNA1023395	sub10	1	https://pmc.ncbi.nlm.nih.gov/articles/PMC11237382/	Complete genome sequence of carbapenem-resistant pathogenic <i>Klebsiella aerogenes</i> strain CH7 isolated from vermicompost.	observational	False	community	amr	1.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0
PRJNA1023396	sub10	7			observational	False	community		1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
PRJNA1023834	tail10_24	21	https://doi.org/10.1016/j.nmni.2024.101387	Multidrug-resistant Klebsiella pneumoniae and Klebsiella variicola isolated from patients in Portuguese hospitals: Genomic and phenotypic characterization	observational	False	hospital	amr	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
PRJNA1023934	sub10	5	https://pmc.ncbi.nlm.nih.gov/articles/PMC11272070/	In Vivo Evolution of a Klebsiella pneumoniae Capsule Defect With wcaJ Mutation Promotes Complement-Mediated Opsonophagocytosis During Recurrent Infection.	observational	False	hospital	amr	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
PRJNA1023975	sub10	1	https://pmc.ncbi.nlm.nih.gov/articles/PMC11492046/	Data on the analysis of draft genome sequence of <i>Raoultella ornithinolytica</i> isolate carrying antimicrobial resistance genes, plasmid and CRISPR-Cas system.	observational	False	hospital	surveillance	1.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0
PRJNA1026096	tail50_99	88			observational	False			1.0	1.0	1.0	1.0	0.0	0.0	1.0	1.0
PRJNA1026593	sub10	1	https://pmc.ncbi.nlm.nih.gov/articles/PMC11008145/	Draft genome of the <i>Klebsiella pneumoniae</i> 24Kpn33 and complete sequence of its pCOL-1, a plasmid related to the <i>bla</i><sub>KPC-2</sub> acquisition in <i>Pseudomonas aeruginosa</i>.	observational	False	hospital	amr	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
PRJNA1026663	tail10_24	10			observational	False	community	amr	1.0	1.0	1.0	1.0	0.0	0.0	1.0	1.0
PRJNA1027607	tail10_24	16			observational	False	hospital	amr	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
PRJNA1028672	train	542	https://pmc.ncbi.nlm.nih.gov/articles/PMC10914598/	Carbapenem-resistant Klebsiella pneumoniae capsular types, antibiotic resistance and virulence factors in China: a longitudinal, multi-centre study.	observational	False	hospital	amr	1.0	1.0	1.0	1.0	0.9907749077490775	0.9907749077490775	1.0	1.0
PRJNA1029537	sub10	1			observational	False			1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
PRJNA1029809	sub10	8			observational	False	community	surveillance	1.0	1.0	0.0	0.0	0.0	1.0	0.0	1.0
PRJNA1029998	sub10	3			observational	False	community	amr	1.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0
PRJNA1031676	sub10	3			experimental_evolution	True			1.0	1.0	0.0	0.0	1.0	1.0	1.0	1.0
PRJNA1031934	tail10_24	17	https://pmc.ncbi.nlm.nih.gov/articles/PMC10782962/	Nitroxoline resistance is associated with significant fitness loss and diminishes &lt;i&gt;in vivo&lt;/i&gt; virulence of &lt;i&gt;Escherichia coli&lt;/i&gt;.	experimental_evolution	True		mixed	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0
PRJNA1034027	sub10	2	https://pubmed.ncbi.nlm.nih.gov/38925648/	Evaluation of phenotypic and genotypic methods for the identification and characterization of bacterial isolates recovered from catheter-associated urinary tract infections.	observational	False	hospital	surveillance	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
PRJNA1037605	sub10	1			observational	False			1.0	1.0	1.0	1.0	0.0	0.0	1.0	1.0
PRJNA1037684	sub10	1	https://pmc.ncbi.nlm.nih.gov/articles/PMC11385724/	The complete genomic sequencing of a <i>Klebsiella pneumoniae</i> isolate derived from the blood of a patient suffering from severe neurological problems in Zhengzhou, China.	observational	False	hospital	amr	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
PRJNA1037744	sub10	4			observational	False	hospital	amr	1.0	1.0	0.0	0.0	1.0	1.0	0.0	1.0
PRJNA1039570	sub10	6	https://pmc.ncbi.nlm.nih.gov/articles/PMC11385959/	Draft genome sequences of <i>Klebsiella</i> spp. isolated from produce and agricultural water in South Korea.	observational	False	community	surveillance	1.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0
PRJNA1040118	sub10	9			observational	False	hospital	amr	1.0	1.0	0.0	0.0	0.0	0.0	1.0	1.0
PRJNA1040414	tail10_24	13			observational	False	hospital	surveillance	1.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0
PRJNA1041718	sub10	1			observational	False	hospital	surveillance	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
PRJNA1042619	sub10	1	https://pmc.ncbi.nlm.nih.gov/articles/PMC11008213/	The complete genomic sequencing of a <i>Klebsiella pneumoniae</i> isolated from a patient suffering from urinary tract infection.	observational	False	hospital	surveillance	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
PRJNA1044302	sub10	6	https://pmc.ncbi.nlm.nih.gov/articles/PMC11218385/	fENko-Kae01 is a flagellum-specific jumbo phage infecting Klebsiella aerogenes.	experimental_evolution	True			1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
PRJNA1044623	sub10	1			observational	False			1.0	1.0	1.0	1.0	0.0	0.0	1.0	1.0
PRJNA1045567	tail25_49	36			observational	False			1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
PRJNA1047501	tail10_24	10	https://pubmed.ncbi.nlm.nih.gov/38460700/	Occurrence and persistence of multidrug-resistant Enterobacterales isolated from urban, industrial and surface water in Monastir, Tunisia.	observational	False	community	amr	1.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0
PRJNA1048341	train	177	https://pmc.ncbi.nlm.nih.gov/articles/PMC10917868/	Activity of imipenem/relebactam and comparators against KPC-producing Klebsiella pneumoniae and imipenem-resistant Pseudomonas aeruginosa.	observational	False	hospital	amr	1.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0
PRJNA1048475	sub10	1			observational	False	hospital	amr	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
PRJNA1049776	sub10	5	https://pmc.ncbi.nlm.nih.gov/articles/PMC10885879/	Diverse Role of &lt;i&gt;bla&lt;/i&gt;&lt;sub&gt;CTX-M&lt;/sub&gt; and Porins in Mediating Ertapenem Resistance among Carbapenem-Resistant Enterobacterales.	observational	False	hospital	amr	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
PRJNA1050414	tail50_99	72	https://pmc.ncbi.nlm.nih.gov/articles/PMC11784837/	The pivotal role of IncFIB(Mar) plasmid in the emergence and spread of hypervirulent carbapenem-resistant <i>Klebsiella pneumoniae</i>.	observational	False	hospital	surveillance	1.0	1.0	1.0	1.0	0.0	0.0	1.0	1.0
PRJNA1051122	sub10	2	https://pmc.ncbi.nlm.nih.gov/articles/PMC12566427/	Genomic Characterization of Carbapenem-Resistant &lt;i&gt;Klebsiella pneumoniae&lt;/i&gt; ST1440 and &lt;i&gt;Serratia marcescens&lt;/i&gt; Isolates from a COVID-19 ICU Outbreak in Ecuador.	observational	False	hospital	amr	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
PRJNA1052047	train	148	https://pmc.ncbi.nlm.nih.gov/articles/PMC11256802/	Draft genome sequences of 148 <i>Klebsiella pneumoniae</i> species complex members from bovine and human hosts.	observational	False	mixed	surveillance	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
PRJNA1052100	tail100	102	https://pmc.ncbi.nlm.nih.gov/articles/PMC11215549/	Genomic diversity and antimicrobial resistance in clinical Klebsiella pneumoniae isolates from tertiary hospitals in Southern Ghana.	observational	False	hospital	surveillance	1.0	1.0	1.0	1.0	0.9901960784313726	0.9901960784313726	1.0	1.0
PRJNA1054115	train	137	https://pmc.ncbi.nlm.nih.gov/articles/PMC11322185/	Clonal background and routes of plasmid transmission underlie antimicrobial resistance features of bloodstream Klebsiella pneumoniae.	observational	False	hospital	surveillance	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
PRJNA1055729	tail25_49	33	https://pmc.ncbi.nlm.nih.gov/articles/PMC11237601/	Core genome multilocus sequence typing (cgMLST) applicable to the monophyletic &lt;i&gt;Klebsiella oxytoca&lt;/i&gt; species complex.	observational	False	hospital	surveillance	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
PRJNA1057737	tail10_24	16			observational	False	hospital		0.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0
PRJNA1057770	sub10	7	https://pmc.ncbi.nlm.nih.gov/articles/PMC11796411/	Phage-mediated virulence loss and antimicrobial susceptibility in carbapenem-resistant &lt;i&gt;Klebsiella pneumoniae&lt;/i&gt;.	experimental_evolution	True			1.0	1.0	1.0	1.0	0.0	0.0	1.0	1.0
PRJNA1058428	sub10	5	https://pmc.ncbi.nlm.nih.gov/articles/PMC10989021/	A multi-species outbreak of VIM-producing carbapenem-resistant bacteria in a burn unit and subsequent investigation of rapid development of cefiderocol resistance.	observational	False	hospital	mixed	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
PRJNA1058963	sub10	9			observational	False			0.0	0.0	1.0	1.0	1.0	1.0	0.0	0.0
PRJNA1061342	tail50_99	71	https://pubmed.ncbi.nlm.nih.gov/38593500/	Expansion and transmission dynamics of high risk carbapenem-resistant Klebsiella pneumoniae subclones in China: An epidemiological, spatial, genomic analysis.	observational	False	hospital	amr	1.0	1.0	1.0	1.0	0.0	0.0	1.0	1.0
PRJNA1063361	sub10	5	https://pmc.ncbi.nlm.nih.gov/articles/PMC11616336/	Efficacy of colistin-based combinations against pandrug-resistant whole-genome-sequenced Klebsiella pneumoniae isolated from hospitalized patients in Egypt: an in vitro/vivo comparative study.	observational	False	hospital	amr	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
PRJNA1064853	sub10	2	https://pmc.ncbi.nlm.nih.gov/articles/PMC11001922/	Automating the Illumina DNA library preparation kit for whole genome sequencing applications on the flowbot ONE liquid handler robot.	other	False	hospital	surveillance	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0
PRJNA1066419	sub10	1			observational	False		amr	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
PRJNA1067287	sub10	4			observational	False		amr	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
PRJNA1069381	sub10	6			experimental_evolution	True			1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
PRJNA1070647	tail10_24	14			observational	False	community	amr	1.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0
PRJNA1071125	tail25_49	27	https://pmc.ncbi.nlm.nih.gov/articles/PMC11492754/	Comparison of genotypic features between two groups of antibiotic resistant Klebsiella pneumoniae clinical isolates obtained before and after the COVID-19 pandemic from Egypt.	observational	False	hospital	surveillance	0.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0
PRJNA1072014	tail10_24	10	https://pmc.ncbi.nlm.nih.gov/articles/PMC11949386/	Characterization of OXA232-Producing Carbapenem-Resistant &lt;i&gt;Klebsiella pneumoniae&lt;/i&gt;: Genomic Analysis and Virulence Assessment.	observational	False	hospital	amr	1.0	1.0	1.0	1.0	0.0	0.0	1.0	1.0
PRJNA1072026	sub10	1			observational	False	hospital	surveillance	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
PRJNA1072756	sub10	6	https://doi.org/10.21203/rs.3.rs-7763072/v1	Gut translocation of antimicrobial resistant pathogens in patients undergoing haematopoietic stem cell transplantation in India	observational	False	hospital	amr	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
PRJNA1073544	sub10	1	https://pmc.ncbi.nlm.nih.gov/articles/PMC11256860/	Complete genome sequence of multidrug-resistant <i>Raoultella terrigena</i> strain RT01-5M1 isolated from farmed salmon in Canada.	observational	False	community	amr	1.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0
PRJNA1075815	sub10	1			observational	False	community	surveillance	1.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0
PRJNA1076266	tail10_24	16	https://pmc.ncbi.nlm.nih.gov/articles/PMC11465807/	Genome sequences of 70 multidrug-resistant Gram-negative isolates in high-risk neonates in the Northeast of Mexico.	observational	False	hospital	amr	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
PRJNA107647	sub10	9	https://pubmed.ncbi.nlm.nih.gov/20387120/	Endothelial gene expression in regions of defined shear exposure in the porcine iliac arteries.	other	False			1.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0
PRJNA1076808	tail100	104	https://pmc.ncbi.nlm.nih.gov/articles/PMC11587635/	Genomic surveillance of multidrug-resistant organisms based on long-read sequencing.	observational	False	hospital	amr	1.0	1.0	1.0	1.0	0.0	0.0	1.0	1.0
PRJNA1077593	sub10	1	https://pmc.ncbi.nlm.nih.gov/articles/PMC11390037/	Complete genome sequence of the OXA-48-producing <i>Klebsiella pneumoniae</i> strain 11978.	observational	False	hospital	amr	0.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0
PRJNA1085970	tail25_49	45	https://pmc.ncbi.nlm.nih.gov/articles/PMC11541224/	Genomic study substantiates the intensive care unit as a reservoir for carbapenem-resistant <i>Klebsiella pneumoniae</i> in a teaching hospital in China.	observational	False	hospital	amr	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
PRJNA1086631	sub10	9	https://pmc.ncbi.nlm.nih.gov/articles/PMC11234896/	Evolutionary and co-evolutionary phage training approaches enhance bacterial suppression and delay the emergence of phage resistance.	experimental_evolution	True			1.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0
PRJNA1086703	sub10	3	https://pmc.ncbi.nlm.nih.gov/articles/PMC11004243/	Detection and characterization of eravacycline heteroresistance in clinical bacterial isolates.	experimental_evolution	True	hospital	amr	1.0	1.0	1.0	1.0	0.0	0.0	1.0	1.0
PRJNA1087366	train	135	https://pmc.ncbi.nlm.nih.gov/articles/PMC11087563/	Assessment of three antibiotic combination regimens against Gram-negative bacteria causing neonatal sepsis in low- and middle-income countries.	observational	False	hospital	surveillance	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0
